a : -9.6226, 0 -> 2
b : -6.6984, 0 -> 0
a : 0.2096, 1 -> 5
b : -7.1775, 1 -> 6
a : -8.0984, 2 -> 0
b : -1.2558, 2 -> 6
a : 9.8445, 3 -> 5
b : -8.4576, 3 -> 6
a : -4.1665, 4 -> 5
b : 0.0387, 4 -> 5
a : -1.4005, 5 -> 4
b : 6.5175, 5 -> 6
a : -5.3318, 6 -> 6
b : 3.1932, 6 -> 5
a : 2.9877, 7 -> 7
b : 0.0213, 7 -> 6
b : 8.8925, 0 -> 0
b : -8.2132, 1 -> 6
a : 3.9475, 2 -> 4
b : -8.4553, 3 -> 0
a : -1.5453, 4 -> 4
b : -3.8980, 5 -> 6
b : -9.0742, 6 -> 3
a : -4.0184, 7 -> 5
b : 6.2772, 4 -> 7
a : 8.8149, 7 -> 1
