a : 0.7433, 0 -> 0
b : -4.0466, 0 -> 4
c : 0.6690, 0 -> 4
d : -2.8577, 0 -> 3
a : -8.0677, 1 -> 6
b : -5.3796, 1 -> 0
c : -9.1455, 1 -> 5
d : 6.5966, 1 -> 6
a : 0.8939, 2 -> 4
b : -5.6438, 2 -> 5
c : -5.5503, 2 -> 2
d : 1.2562, 2 -> 6
a : 3.7783, 3 -> 6
b : 2.5903, 3 -> 5
c : -7.8524, 3 -> 3
d : -8.2677, 3 -> 5
a : 6.2430, 4 -> 3
b : -2.8885, 4 -> 7
c : -8.2778, 4 -> 7
d : 9.8693, 4 -> 5
a : 0.7022, 5 -> 0
b : 5.5139, 5 -> 1
c : 3.9411, 5 -> 7
d : -9.9434, 5 -> 4
a : 7.4302, 6 -> 3
b : -7.1615, 6 -> 6
c : 0.6489, 6 -> 6
d : -5.2626, 6 -> 1
a : -6.2883, 7 -> 6
b : -8.8465, 7 -> 6
c : -7.0607, 7 -> 7
d : 2.1708, 7 -> 1
b : 2.5289, 0 -> 2
b : -0.3188, 0 -> 4
b : 6.5104, 1 -> 5
d : -4.3229, 1 -> 4
d : -2.8600, 2 -> 3
b : -2.1960, 2 -> 1
b : -1.5065, 3 -> 2
a : -9.4128, 3 -> 0
a : -6.7741, 4 -> 2
d : -5.8326, 4 -> 3
b : -2.1351, 5 -> 4
c : 7.3834, 5 -> 2
c : -5.6884, 6 -> 0
b : -1.6924, 6 -> 4
a : -1.3874, 7 -> 3
c : 1.2486, 7 -> 4
