a : -2.6485, 0 -> 3
b : 1.1198, 0 -> 0
c : -1.9765, 0 -> 2
d : -9.9398, 0 -> 2
a : -1.9920, 1 -> 4
b : 0.2847, 1 -> 4
c : 2.3410, 1 -> 3
d : 1.0074, 1 -> 3
a : -9.4659, 2 -> 3
b : -5.3722, 2 -> 4
c : -5.2869, 2 -> 5
d : -7.2954, 2 -> 4
a : 8.4428, 3 -> 7
b : -2.8808, 3 -> 6
c : -0.6727, 3 -> 1
d : -9.4775, 3 -> 7
a : 6.1397, 4 -> 6
b : -1.8497, 4 -> 7
c : -3.1749, 4 -> 3
d : -7.0124, 4 -> 7
a : 6.7873, 5 -> 0
b : 1.2775, 5 -> 3
c : -3.9955, 5 -> 7
d : -2.2072, 5 -> 1
a : -8.3560, 6 -> 7
b : -4.5474, 6 -> 3
c : -4.3911, 6 -> 5
d : -7.4114, 6 -> 0
a : -0.0901, 7 -> 3
b : -6.1541, 7 -> 4
c : 8.2857, 7 -> 7
d : 7.2677, 7 -> 7
a : -2.0249, 0 -> 0
c : -5.6402, 0 -> 3
b : 0.3371, 1 -> 1
a : 2.1601, 1 -> 1
b : 7.0448, 2 -> 1
b : -9.4650, 2 -> 5
b : -4.0227, 3 -> 1
a : 5.6053, 3 -> 0
c : -2.0368, 4 -> 1
a : 6.2678, 4 -> 1
b : -5.6672, 5 -> 3
d : 7.1855, 5 -> 5
d : -3.0361, 6 -> 7
a : 1.5829, 6 -> 7
b : 4.4161, 7 -> 5
b : -8.2508, 7 -> 6
