a : 0.6417, 0 -> 6
b : 1.8036, 0 -> 6
c : -7.9658, 0 -> 1
d : -3.4369, 0 -> 0
a : -1.4921, 1 -> 6
b : 3.8379, 1 -> 4
c : -7.2790, 1 -> 3
d : 4.8304, 1 -> 2
a : -7.1236, 2 -> 0
b : -1.1773, 2 -> 4
c : 3.9516, 2 -> 2
d : -8.4283, 2 -> 4
a : -7.6631, 3 -> 1
b : 7.5832, 3 -> 1
c : -1.6196, 3 -> 4
d : 9.4841, 3 -> 2
a : 9.7026, 4 -> 7
b : -1.5864, 4 -> 3
c : 2.2022, 4 -> 7
d : 0.7988, 4 -> 4
a : 8.5203, 5 -> 4
b : -4.9875, 5 -> 1
c : 7.6232, 5 -> 1
d : -8.9280, 5 -> 3
a : 8.3594, 6 -> 0
b : -2.7754, 6 -> 3
c : 3.3425, 6 -> 0
d : -8.7425, 6 -> 1
a : -8.4610, 7 -> 5
b : -2.7364, 7 -> 3
c : -3.1418, 7 -> 4
d : 5.0513, 7 -> 0
b : -2.1659, 0 -> 6
a : 9.6044, 0 -> 6
b : 7.9794, 1 -> 4
b : 3.4782, 1 -> 0
c : -9.8627, 2 -> 4
c : -3.4379, 2 -> 3
a : 7.4303, 3 -> 1
c : 0.7914, 3 -> 4
c : -1.0335, 4 -> 5
b : -6.0091, 4 -> 7
c : -6.6159, 5 -> 1
a : 5.1940, 5 -> 2
b : 4.9674, 6 -> 0
c : -3.7074, 6 -> 0
a : 0.4631, 7 -> 0
d : 0.2060, 7 -> 0
