a : 5.0971, 0 -> 5
b : 6.8899, 0 -> 3
c : 3.1413, 0 -> 5
d : -1.1819, 0 -> 5
a : -3.0775, 1 -> 3
b : 9.2337, 1 -> 6
c : 9.2721, 1 -> 3
d : -9.9427, 1 -> 7
a : -4.3844, 2 -> 7
b : -9.8799, 2 -> 3
c : 4.5933, 2 -> 5
d : -6.1026, 2 -> 7
a : -3.2249, 3 -> 7
b : 7.8870, 3 -> 6
c : 0.9663, 3 -> 2
d : 7.5563, 3 -> 7
a : 9.2222, 4 -> 6
b : 1.1677, 4 -> 4
c : -4.8779, 4 -> 0
d : -8.8074, 4 -> 0
a : -3.5299, 5 -> 3
b : 3.4548, 5 -> 3
c : 3.6327, 5 -> 1
d : -3.2026, 5 -> 4
a : 5.3338, 6 -> 6
b : 8.7175, 6 -> 1
c : -2.3176, 6 -> 5
d : 9.1886, 6 -> 5
a : 9.0789, 7 -> 6
b : 7.3322, 7 -> 2
c : 1.9681, 7 -> 7
d : 0.8085, 7 -> 6
d : -8.5356, 0 -> 2
d : 2.0660, 0 -> 1
d : -2.5714, 1 -> 3
d : -1.4157, 1 -> 4
c : 8.7939, 2 -> 3
d : -8.2612, 2 -> 3
c : 0.7457, 3 -> 3
b : 7.2413, 3 -> 5
a : -4.2189, 4 -> 6
b : -1.1696, 4 -> 1
a : 5.5856, 5 -> 1
b : 2.9923, 5 -> 5
a : 0.3081, 6 -> 5
b : -5.6350, 6 -> 5
c : -8.9552, 7 -> 1
a : 4.2056, 7 -> 4
