a : -1.5727, 0 -> 1
b : -2.1530, 0 -> 3
c : -5.1336, 0 -> 4
d : 7.7771, 0 -> 0
a : -7.0225, 1 -> 0
b : 5.7477, 1 -> 1
c : -3.1635, 1 -> 6
d : 7.6514, 1 -> 6
a : -5.5732, 2 -> 7
b : -5.0158, 2 -> 5
c : -5.0916, 2 -> 3
d : -9.8630, 2 -> 7
a : 5.3894, 3 -> 3
b : -8.1055, 3 -> 4
c : -5.9403, 3 -> 4
d : 0.4224, 3 -> 4
a : 7.2596, 4 -> 1
b : -7.3316, 4 -> 6
c : -2.9508, 4 -> 0
d : -7.4960, 4 -> 4
a : 1.2408, 5 -> 3
b : -9.5039, 5 -> 6
c : 0.2341, 5 -> 3
d : 6.5447, 5 -> 0
a : 8.5995, 6 -> 1
b : 6.9150, 6 -> 7
c : 0.8916, 6 -> 3
d : -4.8895, 6 -> 3
a : 5.3783, 7 -> 6
b : 3.0938, 7 -> 6
c : -3.9820, 7 -> 7
d : 0.5745, 7 -> 7
c : 1.2505, 0 -> 2
c : 1.0449, 0 -> 3
a : 5.4477, 1 -> 5
c : -2.2809, 1 -> 3
a : -1.0504, 2 -> 6
d : 9.2570, 2 -> 5
a : -5.2198, 3 -> 4
c : 3.2341, 3 -> 5
a : -1.1945, 4 -> 3
d : -1.7627, 4 -> 4
a : -7.5942, 5 -> 6
d : 1.3090, 5 -> 6
c : 1.9983, 6 -> 0
c : 4.2020, 6 -> 5
b : -8.5502, 7 -> 1
a : 7.7524, 7 -> 2
