a : 0.6116, 0 -> 1
b : -7.1651, 0 -> 0
c : 1.7334, 0 -> 6
d : -1.4191, 0 -> 6
a : 3.1380, 1 -> 0
b : -9.5697, 1 -> 1
c : 8.9630, 1 -> 7
d : 1.7701, 1 -> 1
a : 2.0563, 2 -> 3
b : 2.4756, 2 -> 1
c : 2.4709, 2 -> 2
d : 0.8413, 2 -> 4
a : -6.7603, 3 -> 5
b : -4.0671, 3 -> 3
c : -6.1533, 3 -> 0
d : -3.2952, 3 -> 5
a : 0.6065, 4 -> 1
b : 5.3815, 4 -> 1
c : 6.2107, 4 -> 6
d : 9.8374, 4 -> 7
a : -9.3350, 5 -> 3
b : 8.6129, 5 -> 5
c : 1.0918, 5 -> 1
d : -2.5984, 5 -> 5
a : 0.3657, 6 -> 5
b : 0.2559, 6 -> 7
c : 2.1348, 6 -> 2
d : 1.4660, 6 -> 3
a : -6.8577, 7 -> 4
b : 5.7426, 7 -> 3
c : -7.6915, 7 -> 2
d : 7.0343, 7 -> 2
d : 0.9649, 0 -> 2
a : -7.1131, 0 -> 1
a : -6.7922, 1 -> 5
d : 2.8086, 1 -> 2
d : -2.0823, 2 -> 0
d : -9.6390, 2 -> 3
d : 5.4180, 3 -> 2
d : 4.2223, 3 -> 5
a : -2.8363, 4 -> 3
d : -0.0065, 4 -> 0
a : 4.1646, 5 -> 2
c : -6.7281, 5 -> 2
d : 2.8184, 6 -> 0
c : 6.8797, 6 -> 1
c : 2.9658, 7 -> 7
a : 1.5699, 7 -> 4
