a : -6.6400, 0 -> 2
b : 7.5863, 0 -> 0
c : -7.0110, 0 -> 2
d : 0.6446, 0 -> 7
a : 2.1219, 1 -> 5
b : -4.4752, 1 -> 0
c : 4.1303, 1 -> 4
d : 5.2183, 1 -> 2
a : 5.9318, 2 -> 6
b : -8.0497, 2 -> 2
c : 7.9053, 2 -> 3
d : -8.3938, 2 -> 0
a : -7.6043, 3 -> 7
b : -4.1515, 3 -> 0
c : -2.9780, 3 -> 2
d : -2.6029, 3 -> 4
a : -3.1924, 4 -> 5
b : 0.6271, 4 -> 0
c : -3.0071, 4 -> 6
d : -2.6626, 4 -> 5
a : -1.2950, 5 -> 2
b : -8.8863, 5 -> 0
c : 8.5972, 5 -> 2
d : -6.7040, 5 -> 2
a : 8.8747, 6 -> 5
b : 4.1974, 6 -> 5
c : -9.5611, 6 -> 0
d : 0.9182, 6 -> 4
a : -4.7508, 7 -> 4
b : -4.9032, 7 -> 7
c : -1.2327, 7 -> 1
d : -6.0057, 7 -> 0
d : 5.2024, 0 -> 7
b : -4.8879, 0 -> 1
b : -7.9698, 1 -> 5
d : 9.0697, 1 -> 2
d : 9.5915, 2 -> 7
c : 7.8726, 2 -> 2
a : 8.2810, 3 -> 3
d : -3.5514, 3 -> 5
d : 4.2688, 4 -> 6
b : 5.3419, 4 -> 4
a : -0.5734, 5 -> 5
c : 6.5080, 5 -> 6
c : 5.1563, 6 -> 3
c : 8.3729, 6 -> 3
b : -5.3006, 7 -> 1
b : 4.8634, 7 -> 2
