a : -0.6946, 0 -> 0
b : 4.0588, 0 -> 4
c : 5.7561, 0 -> 6
d : 3.1545, 0 -> 7
a : 3.6801, 1 -> 5
b : 6.2751, 1 -> 2
c : 6.7965, 1 -> 7
d : -4.0908, 1 -> 5
a : -3.0737, 2 -> 5
b : 2.7328, 2 -> 7
c : 6.1488, 2 -> 0
d : -0.2226, 2 -> 5
a : -4.9244, 3 -> 5
b : 6.0743, 3 -> 7
c : -4.9725, 3 -> 6
d : 1.7997, 3 -> 3
a : -8.5423, 4 -> 0
b : -8.6320, 4 -> 4
c : -0.1965, 4 -> 4
d : 5.8959, 4 -> 7
a : -2.0234, 5 -> 5
b : 5.5477, 5 -> 4
c : -2.8358, 5 -> 0
d : -6.2000, 5 -> 4
a : -2.1548, 6 -> 5
b : -7.2787, 6 -> 4
c : -6.1583, 6 -> 5
d : -8.4244, 6 -> 1
a : 6.7425, 7 -> 6
b : 0.7496, 7 -> 4
c : 2.7835, 7 -> 2
d : 7.8430, 7 -> 6
b : 1.2053, 0 -> 2
b : -5.3972, 0 -> 3
b : 7.1928, 1 -> 2
d : 5.7135, 1 -> 3
b : -7.0644, 2 -> 1
b : -6.1793, 2 -> 0
d : -9.9582, 3 -> 1
b : 1.4850, 3 -> 5
a : -6.2538, 4 -> 5
d : -7.3318, 4 -> 1
d : -0.4817, 5 -> 0
c : -9.7669, 5 -> 1
a : -1.7513, 6 -> 2
b : 5.4052, 6 -> 5
a : -0.2386, 7 -> 6
d : -7.3906, 7 -> 2
