a : -6.6158, 0 -> 1
b : 2.1967, 0 -> 5
c : 7.8909, 0 -> 7
d : -6.8858, 0 -> 3
a : 3.7351, 1 -> 5
b : 2.2423, 1 -> 2
c : 1.8002, 1 -> 0
d : -8.2083, 1 -> 5
a : -6.7020, 2 -> 5
b : 9.4666, 2 -> 5
c : -1.8420, 2 -> 4
d : -1.8953, 2 -> 0
a : 4.7904, 3 -> 0
b : -1.9125, 3 -> 3
c : -7.4260, 3 -> 4
d : 0.1984, 3 -> 6
a : 5.1016, 4 -> 5
b : -9.4059, 4 -> 4
c : 3.6398, 4 -> 7
d : 4.7128, 4 -> 2
a : 9.4657, 5 -> 6
b : -5.7467, 5 -> 4
c : 6.7941, 5 -> 1
d : 0.0462, 5 -> 5
a : -1.9808, 6 -> 5
b : 9.7684, 6 -> 2
c : -0.7061, 6 -> 6
d : -8.0910, 6 -> 6
a : -4.0585, 7 -> 7
b : 7.0215, 7 -> 4
c : 9.6493, 7 -> 0
d : 5.6888, 7 -> 3
d : -2.4979, 0 -> 3
d : 7.9974, 0 -> 5
d : 6.0411, 1 -> 7
b : -6.2477, 1 -> 7
b : 5.3698, 2 -> 5
b : -9.2150, 2 -> 2
c : -2.1378, 3 -> 4
a : 5.3681, 3 -> 3
d : -8.2748, 4 -> 6
c : -4.0767, 4 -> 7
c : 8.4170, 5 -> 0
a : -1.0231, 5 -> 5
a : 9.2529, 6 -> 3
b : 6.7969, 6 -> 3
a : -4.3325, 7 -> 5
d : 8.4212, 7 -> 7
