a : -8.5415, 0 -> 5
b : -6.1730, 0 -> 7
c : -0.3196, 0 -> 1
d : -6.6726, 0 -> 0
a : -0.9973, 1 -> 1
b : 2.7029, 1 -> 5
c : 4.0225, 1 -> 5
d : 3.2437, 1 -> 6
a : -8.5265, 2 -> 4
b : -0.8283, 2 -> 3
c : 7.3867, 2 -> 1
d : -0.2088, 2 -> 3
a : 7.4800, 3 -> 4
b : -8.1886, 3 -> 0
c : -9.6065, 3 -> 1
d : -0.5943, 3 -> 6
a : 0.9255, 4 -> 4
b : 0.9126, 4 -> 3
c : -7.0689, 4 -> 7
d : -4.9250, 4 -> 5
a : 1.7939, 5 -> 1
b : -1.9631, 5 -> 1
c : -4.5588, 5 -> 1
d : -6.1526, 5 -> 4
a : -8.0611, 6 -> 0
b : -6.3214, 6 -> 2
c : 2.5591, 6 -> 6
d : 2.9441, 6 -> 6
a : -2.7491, 7 -> 7
b : -1.2400, 7 -> 4
c : -4.4416, 7 -> 2
d : -6.2722, 7 -> 6
a : 7.8984, 0 -> 7
d : -1.3365, 0 -> 4
d : 3.8019, 1 -> 6
c : 9.7241, 1 -> 1
b : 3.8636, 2 -> 1
d : -7.9215, 2 -> 6
a : -2.7119, 3 -> 0
d : 1.6510, 3 -> 7
d : -1.4212, 4 -> 7
c : -0.7267, 4 -> 1
d : 5.9251, 5 -> 0
b : 2.2394, 5 -> 1
d : -1.8904, 6 -> 5
c : -7.1014, 6 -> 3
a : 4.9009, 7 -> 4
b : -9.7312, 7 -> 4
