a : -0.6128, 0 -> 3
b : 3.8226, 0 -> 1
a : -9.6051, 1 -> 5
b : -4.8572, 1 -> 2
a : 0.0376, 2 -> 4
b : 7.7666, 2 -> 5
a : -6.3910, 3 -> 0
b : 5.8596, 3 -> 5
a : -3.4837, 4 -> 4
b : 8.1763, 4 -> 2
a : 7.8436, 5 -> 5
b : 5.7351, 5 -> 2
a : -3.1057, 6 -> 6
b : 3.3835, 6 -> 2
a : 9.2892, 7 -> 2
b : -7.0918, 7 -> 4
a : 1.7855, 0 -> 0
b : 3.0363, 1 -> 1
a : 0.7254, 2 -> 2
a : 7.4218, 3 -> 2
b : -9.6143, 4 -> 3
a : -5.6999, 5 -> 4
b : -9.0590, 6 -> 3
a : 9.5379, 7 -> 0
a : 1.5137, 4 -> 6
a : 2.8985, 2 -> 7
