a : 5.3069, 0 -> 4
b : -2.0482, 0 -> 1
c : -3.3625, 0 -> 4
d : 3.0029, 0 -> 0
a : -3.4138, 1 -> 5
b : -5.2650, 1 -> 1
c : 8.3699, 1 -> 2
d : 3.3481, 1 -> 7
a : -5.2191, 2 -> 6
b : 2.8622, 2 -> 2
c : -8.3884, 2 -> 7
d : -1.2815, 2 -> 6
a : 7.7466, 3 -> 6
b : -4.9914, 3 -> 4
c : 1.6086, 3 -> 1
d : -5.6143, 3 -> 3
a : -8.8849, 4 -> 2
b : 8.0281, 4 -> 5
c : 6.7974, 4 -> 0
d : -7.8099, 4 -> 2
a : -3.5460, 5 -> 1
b : 3.5719, 5 -> 0
c : 7.3063, 5 -> 2
d : 8.5562, 5 -> 7
a : 5.0760, 6 -> 5
b : -7.1073, 6 -> 5
c : 9.2098, 6 -> 6
d : -6.2731, 6 -> 2
a : 2.5590, 7 -> 6
b : 1.5334, 7 -> 2
c : -2.6644, 7 -> 2
d : -0.9317, 7 -> 2
d : 9.9252, 0 -> 7
c : 4.2134, 0 -> 4
d : -8.7138, 1 -> 5
a : 9.6757, 1 -> 2
b : -9.5070, 2 -> 1
a : -6.6887, 2 -> 1
c : 3.5923, 3 -> 1
d : -8.9067, 3 -> 7
a : -7.3798, 4 -> 1
c : 9.2440, 4 -> 7
c : 7.5808, 5 -> 2
d : -4.9514, 5 -> 2
d : 4.3569, 6 -> 6
b : 1.9100, 6 -> 4
a : 1.2584, 7 -> 0
b : 0.3345, 7 -> 3
