a : -7.2822, 0 -> 0
b : -9.7178, 0 -> 6
c : -8.3071, 0 -> 3
d : 7.2724, 0 -> 7
a : 9.1554, 1 -> 7
b : 0.8630, 1 -> 2
c : 4.8139, 1 -> 0
d : -3.6207, 1 -> 6
a : -4.5711, 2 -> 7
b : 2.9847, 2 -> 4
c : 0.8970, 2 -> 5
d : -2.8247, 2 -> 7
a : -0.5293, 3 -> 5
b : -7.6471, 3 -> 6
c : -4.3556, 3 -> 5
d : 0.2466, 3 -> 0
a : -7.5440, 4 -> 0
b : 4.8071, 4 -> 1
c : -8.7528, 4 -> 4
d : -8.4735, 4 -> 0
a : 4.4582, 5 -> 7
b : 7.6479, 5 -> 3
c : -0.3417, 5 -> 3
d : 5.9570, 5 -> 1
a : 5.1018, 6 -> 7
b : 9.9168, 6 -> 6
c : 2.8339, 6 -> 5
d : 6.6854, 6 -> 1
a : -7.3945, 7 -> 5
b : 9.4943, 7 -> 0
c : -4.3853, 7 -> 2
d : -8.9740, 7 -> 3
d : 6.5008, 0 -> 5
c : -8.8978, 0 -> 4
a : -7.1865, 1 -> 0
c : 9.2230, 1 -> 1
b : 4.7662, 2 -> 7
d : 4.3447, 2 -> 2
b : -1.4062, 3 -> 1
a : 3.8418, 3 -> 0
b : 6.5269, 4 -> 4
d : -0.5547, 4 -> 0
b : 2.7996, 5 -> 0
b : -1.8741, 5 -> 0
b : -4.7485, 6 -> 3
a : 0.5735, 6 -> 0
b : 0.6336, 7 -> 2
a : 7.8013, 7 -> 7
