a : 9.7533, 0 -> 7
b : 0.4771, 0 -> 4
c : 0.0520, 0 -> 0
d : 0.0116, 0 -> 1
a : 8.5634, 1 -> 0
b : -4.2691, 1 -> 7
c : 7.9725, 1 -> 2
d : 4.9895, 1 -> 1
a : 3.4803, 2 -> 2
b : 9.8556, 2 -> 7
c : -7.0292, 2 -> 5
d : 2.8771, 2 -> 6
a : 2.2209, 3 -> 4
b : -2.0726, 3 -> 7
c : -0.3187, 3 -> 4
d : -9.3993, 3 -> 6
a : 1.6152, 4 -> 0
b : 4.4169, 4 -> 0
c : 2.5242, 4 -> 7
d : -6.2201, 4 -> 0
a : 2.6752, 5 -> 0
b : 2.9431, 5 -> 7
c : 7.5638, 5 -> 6
d : -3.8376, 5 -> 5
a : 0.4353, 6 -> 1
b : -6.6859, 6 -> 6
c : -0.8049, 6 -> 1
d : -0.8164, 6 -> 1
a : -4.0806, 7 -> 2
b : -7.2018, 7 -> 0
c : 9.6498, 7 -> 1
d : -7.4235, 7 -> 7
d : -0.1413, 0 -> 6
c : 4.7772, 0 -> 1
a : -1.4581, 1 -> 5
c : 5.3603, 1 -> 6
c : -7.4806, 2 -> 3
b : -5.5714, 2 -> 4
c : 9.9284, 3 -> 1
a : -4.5384, 3 -> 2
d : -2.6869, 4 -> 5
a : -0.1849, 4 -> 2
c : 2.5388, 5 -> 7
b : -9.5459, 5 -> 2
a : -8.9925, 6 -> 7
b : 7.3121, 6 -> 3
a : 9.4301, 7 -> 5
a : -9.8545, 7 -> 4
