a : -7.7806, 0 -> 3
b : 7.0889, 0 -> 3
c : -2.0877, 0 -> 7
d : -8.9530, 0 -> 7
a : 9.1643, 1 -> 6
b : -1.0645, 1 -> 5
c : 1.3179, 1 -> 4
d : 6.5138, 1 -> 2
a : -6.7610, 2 -> 6
b : -0.8152, 2 -> 5
c : 1.4286, 2 -> 4
d : -8.8347, 2 -> 6
a : 3.1442, 3 -> 1
b : -2.8653, 3 -> 1
c : -3.7166, 3 -> 2
d : -7.3914, 3 -> 1
a : 7.2287, 4 -> 0
b : -2.5261, 4 -> 7
c : 9.4019, 4 -> 6
d : -6.9889, 4 -> 7
a : -3.6382, 5 -> 0
b : -0.9729, 5 -> 1
c : -7.2504, 5 -> 7
d : 0.1511, 5 -> 2
a : -5.8337, 6 -> 0
b : -9.4006, 6 -> 5
c : 5.5192, 6 -> 4
d : 3.4629, 6 -> 3
a : -6.5574, 7 -> 4
b : 4.4253, 7 -> 0
c : 1.6709, 7 -> 7
d : -3.2473, 7 -> 5
c : 0.6784, 0 -> 4
a : 9.1265, 0 -> 4
a : -4.3733, 1 -> 2
c : -6.1353, 1 -> 4
c : 3.7391, 2 -> 2
b : 4.7909, 2 -> 0
d : -3.1748, 3 -> 5
a : -5.5989, 3 -> 2
b : 3.5610, 4 -> 3
b : 0.5769, 4 -> 1
d : 2.8788, 5 -> 4
d : 7.2218, 5 -> 1
d : -5.9649, 6 -> 5
d : -2.1440, 6 -> 6
a : -4.7144, 7 -> 0
d : 4.4518, 7 -> 4
