a : -7.7005, 0 -> 4
b : -5.4983, 0 -> 6
c : -7.4229, 0 -> 7
d : -3.3178, 0 -> 6
a : 4.2744, 1 -> 5
b : 6.2343, 1 -> 7
c : -1.6046, 1 -> 0
d : 6.8052, 1 -> 1
a : -3.0176, 2 -> 5
b : 0.4263, 2 -> 1
c : -9.4213, 2 -> 6
d : 4.1900, 2 -> 1
a : 7.3421, 3 -> 3
b : 9.8474, 3 -> 4
c : 7.7000, 3 -> 7
d : 4.6922, 3 -> 6
a : 1.1355, 4 -> 0
b : -7.4965, 4 -> 3
c : -2.5271, 4 -> 3
d : -8.1681, 4 -> 4
a : -2.8962, 5 -> 1
b : -4.6874, 5 -> 1
c : -3.8764, 5 -> 0
d : -0.2324, 5 -> 1
a : -7.2090, 6 -> 0
b : -8.9819, 6 -> 4
c : -1.7070, 6 -> 0
d : -8.1313, 6 -> 4
a : -8.6245, 7 -> 1
b : 2.7962, 7 -> 3
c : -5.5584, 7 -> 5
d : 0.2786, 7 -> 2
d : 7.3805, 0 -> 3
b : -3.8431, 0 -> 4
c : 4.4607, 1 -> 3
a : -5.1728, 1 -> 3
d : 1.7564, 2 -> 5
a : -7.5672, 2 -> 3
a : 2.0655, 3 -> 4
b : 9.2838, 3 -> 0
a : -7.4756, 4 -> 3
a : 0.8710, 4 -> 0
b : -3.1946, 5 -> 5
d : -8.9628, 5 -> 6
d : -6.2466, 6 -> 2
c : -5.6733, 6 -> 5
b : -0.9887, 7 -> 0
c : -4.5541, 7 -> 4
