a : -9.8107, 0 -> 5
b : -4.3028, 0 -> 2
c : -6.5548, 0 -> 3
d : -6.0809, 0 -> 6
a : 5.9858, 1 -> 3
b : 4.0353, 1 -> 5
c : 8.0112, 1 -> 3
d : 8.1339, 1 -> 7
a : -4.9286, 2 -> 2
b : -6.6037, 2 -> 3
c : -2.0785, 2 -> 6
d : -8.7995, 2 -> 1
a : 7.7358, 3 -> 3
b : -6.0292, 3 -> 1
c : -3.8345, 3 -> 1
d : 1.9259, 3 -> 3
a : -5.1386, 4 -> 4
b : -0.5390, 4 -> 7
c : 2.4916, 4 -> 5
d : -2.4004, 4 -> 1
a : 3.6374, 5 -> 0
b : 7.4179, 5 -> 1
c : -5.5383, 5 -> 0
d : -6.5834, 5 -> 5
a : -5.5725, 6 -> 0
b : 7.3586, 6 -> 2
c : -4.5767, 6 -> 3
d : -4.6522, 6 -> 1
a : -9.2905, 7 -> 1
b : 4.5318, 7 -> 0
c : 7.9554, 7 -> 3
d : -4.4268, 7 -> 1
b : -9.0315, 0 -> 0
d : 2.1578, 0 -> 5
c : 5.3445, 1 -> 6
d : 4.5872, 1 -> 6
a : -4.5333, 2 -> 0
c : 1.4158, 2 -> 4
a : -4.8208, 3 -> 3
c : 8.5630, 3 -> 5
d : 3.0141, 4 -> 3
d : -4.2329, 4 -> 5
b : -8.2438, 5 -> 7
b : 6.9994, 5 -> 7
c : 2.6326, 6 -> 1
c : 4.3441, 6 -> 4
d : 4.3799, 7 -> 6
a : -4.4299, 7 -> 0
