a : 4.7439, 0 -> 2
b : -1.7568, 0 -> 2
a : 1.4085, 1 -> 7
b : 4.0344, 1 -> 7
a : 0.8941, 2 -> 7
b : 4.0566, 2 -> 6
a : 3.7882, 3 -> 7
b : 4.7533, 3 -> 6
a : -6.0498, 4 -> 4
b : -6.6404, 4 -> 4
a : 9.7964, 5 -> 6
b : -1.4281, 5 -> 1
a : -8.3085, 6 -> 1
b : -9.7250, 6 -> 5
a : 2.6014, 7 -> 6
b : 5.5281, 7 -> 2
b : 9.9350, 0 -> 2
a : 6.8579, 1 -> 2
b : -6.0365, 2 -> 1
b : 0.8464, 3 -> 1
a : 5.1228, 4 -> 5
b : 8.1492, 5 -> 6
a : 8.4458, 6 -> 6
a : 8.8890, 7 -> 2
a : -4.2909, 5 -> 3
a : -5.5144, 0 -> 4
