a : 3.5763, 0 -> 4
b : 5.1683, 0 -> 2
c : 8.5051, 0 -> 6
d : -3.3507, 0 -> 3
a : -8.1806, 1 -> 5
b : -6.0236, 1 -> 7
c : 6.5806, 1 -> 6
d : -2.6365, 1 -> 2
a : 3.9853, 2 -> 5
b : 7.1149, 2 -> 1
c : 4.5751, 2 -> 7
d : -4.2483, 2 -> 6
a : -4.5628, 3 -> 4
b : 2.4544, 3 -> 1
c : 3.9271, 3 -> 6
d : 3.6935, 3 -> 5
a : -2.7497, 4 -> 1
b : -3.7192, 4 -> 5
c : 2.1561, 4 -> 0
d : -0.5994, 4 -> 7
a : -8.5062, 5 -> 4
b : 1.3695, 5 -> 4
c : 5.3998, 5 -> 5
d : 5.0198, 5 -> 0
a : -7.1981, 6 -> 1
b : -1.5351, 6 -> 1
c : -7.2981, 6 -> 5
d : -6.6454, 6 -> 3
a : -5.9487, 7 -> 5
b : 1.8192, 7 -> 6
c : -3.2640, 7 -> 4
d : -7.6187, 7 -> 5
b : 1.1406, 0 -> 5
d : -2.8577, 0 -> 2
d : -0.7250, 1 -> 7
a : -0.6077, 1 -> 7
a : 4.8159, 2 -> 5
a : 0.6501, 2 -> 0
d : 7.5712, 3 -> 0
d : 9.2845, 3 -> 2
c : -9.9622, 4 -> 2
a : 2.9063, 4 -> 1
a : 6.0789, 5 -> 0
a : -9.9368, 5 -> 4
b : 2.1485, 6 -> 4
a : 9.2573, 6 -> 6
a : -8.2674, 7 -> 7
a : 3.3132, 7 -> 3
