a : -8.1381, 0 -> 7
b : 1.6900, 0 -> 2
c : -8.5759, 0 -> 4
d : 9.3464, 0 -> 1
a : -4.7744, 1 -> 0
b : 6.7922, 1 -> 6
c : -1.7613, 1 -> 4
d : -6.1221, 1 -> 5
a : 4.9812, 2 -> 3
b : -2.1528, 2 -> 4
c : 4.8662, 2 -> 3
d : 8.7639, 2 -> 3
a : -1.7265, 3 -> 3
b : -2.5377, 3 -> 3
c : -8.3339, 3 -> 1
d : 4.9739, 3 -> 7
a : 2.7737, 4 -> 4
b : 1.3387, 4 -> 0
c : 3.8536, 4 -> 5
d : 8.7812, 4 -> 1
a : 0.4134, 5 -> 4
b : -1.7103, 5 -> 0
c : -5.4789, 5 -> 6
d : 8.1171, 5 -> 2
a : -6.5118, 6 -> 1
b : -1.4230, 6 -> 6
c : 0.7340, 6 -> 4
d : 6.6879, 6 -> 1
a : -6.9993, 7 -> 6
b : -4.9349, 7 -> 4
c : 7.2852, 7 -> 6
d : -5.3525, 7 -> 0
a : 7.5425, 0 -> 1
d : 0.6516, 0 -> 5
c : 6.6012, 1 -> 5
a : 3.2568, 1 -> 3
c : 5.2853, 2 -> 7
b : 9.7674, 2 -> 4
b : -7.8074, 3 -> 3
d : -9.2759, 3 -> 4
a : 6.6852, 4 -> 5
a : -9.5656, 4 -> 6
d : 7.7201, 5 -> 1
b : 1.7887, 5 -> 6
b : 3.2381, 6 -> 5
d : -5.9962, 6 -> 6
a : -4.8976, 7 -> 1
c : 3.8044, 7 -> 4
