a : -5.0240, 0 -> 3
b : -4.2722, 0 -> 4
c : -2.8205, 0 -> 3
d : 2.1065, 0 -> 6
a : -5.2184, 1 -> 3
b : 1.9375, 1 -> 5
c : 6.3442, 1 -> 0
d : -0.8392, 1 -> 5
a : -3.0179, 2 -> 1
b : 0.1886, 2 -> 0
c : -7.3499, 2 -> 0
d : -2.6923, 2 -> 4
a : -5.2957, 3 -> 3
b : -8.5408, 3 -> 6
c : -5.8823, 3 -> 7
d : -0.9240, 3 -> 2
a : -9.4520, 4 -> 6
b : 1.4464, 4 -> 7
c : -5.5896, 4 -> 1
d : 4.7436, 4 -> 0
a : -6.2589, 5 -> 0
b : 8.9334, 5 -> 7
c : -1.5300, 5 -> 1
d : 5.5290, 5 -> 6
a : -5.0782, 6 -> 6
b : -3.6473, 6 -> 7
c : 7.2132, 6 -> 0
d : -5.4084, 6 -> 0
a : 0.4488, 7 -> 0
b : -4.7918, 7 -> 5
c : 8.3157, 7 -> 6
d : -9.2635, 7 -> 5
c : 0.6646, 0 -> 1
b : -4.6794, 0 -> 2
d : 3.6702, 1 -> 7
a : -8.9057, 1 -> 5
a : 0.0151, 2 -> 0
d : 9.5384, 2 -> 4
c : 4.1020, 3 -> 7
b : 5.7709, 3 -> 0
c : -2.1376, 4 -> 2
c : 1.6594, 4 -> 2
b : 3.4803, 5 -> 2
d : -7.7369, 5 -> 1
d : 7.6096, 6 -> 4
a : 9.7147, 6 -> 5
a : 6.6782, 7 -> 5
c : -6.2937, 7 -> 1
