a : -8.1781, 0 -> 6
b : 3.7002, 0 -> 6
c : 2.2733, 0 -> 5
d : -9.6847, 0 -> 1
a : 7.3860, 1 -> 2
b : -1.3245, 1 -> 4
c : -1.8539, 1 -> 7
d : -5.0846, 1 -> 2
a : 7.8993, 2 -> 3
b : -3.3240, 2 -> 3
c : 5.8060, 2 -> 6
d : 9.7562, 2 -> 6
a : 4.9320, 3 -> 0
b : 2.7544, 3 -> 5
c : 0.8516, 3 -> 4
d : -3.3914, 3 -> 2
a : -5.2873, 4 -> 2
b : 7.1219, 4 -> 5
c : -0.3839, 4 -> 5
d : -4.4008, 4 -> 3
a : -7.5457, 5 -> 6
b : 3.6346, 5 -> 0
c : -6.5939, 5 -> 0
d : -8.8922, 5 -> 1
a : -1.6595, 6 -> 5
b : -6.3570, 6 -> 0
c : -0.2562, 6 -> 0
d : -5.7769, 6 -> 7
a : -5.3461, 7 -> 7
b : -6.6176, 7 -> 5
c : -6.9589, 7 -> 4
d : -6.0513, 7 -> 6
a : -1.6322, 0 -> 6
d : -2.5369, 0 -> 2
a : -1.8609, 1 -> 4
a : -6.5353, 1 -> 5
b : 6.1015, 2 -> 7
d : 4.1350, 2 -> 4
b : 6.4857, 3 -> 5
c : -9.1764, 3 -> 3
a : -4.1021, 4 -> 4
a : 6.5144, 4 -> 0
a : 0.7479, 5 -> 4
a : -5.2056, 5 -> 0
a : -4.4005, 6 -> 1
a : 0.4862, 6 -> 6
b : -1.5027, 7 -> 3
a : 9.8103, 7 -> 1
