a : 8.7334, 0 -> 5
b : 1.7563, 0 -> 4
a : 5.0477, 1 -> 0
b : 9.8896, 1 -> 5
a : -9.6840, 2 -> 4
b : 3.1711, 2 -> 4
a : -7.8419, 3 -> 7
b : -1.4134, 3 -> 3
a : -1.9911, 4 -> 6
b : -2.5706, 4 -> 0
a : 8.9891, 5 -> 6
b : -6.5460, 5 -> 4
a : 0.1336, 6 -> 4
b : -6.9838, 6 -> 0
a : -1.2510, 7 -> 7
b : -8.9708, 7 -> 7
b : -6.8479, 0 -> 0
b : -0.0772, 1 -> 1
a : 4.5117, 2 -> 4
a : 4.8885, 3 -> 7
b : 3.7530, 4 -> 4
a : 3.5394, 5 -> 4
a : 8.2659, 6 -> 2
b : -7.1145, 7 -> 4
a : 1.6224, 0 -> 7
a : 7.7669, 4 -> 1
a : 1.6469, 7 -> 3
