a : -5.2455, 0 -> 1
b : 1.1968, 0 -> 5
c : 7.9977, 0 -> 3
d : 3.3152, 0 -> 2
a : 2.7813, 1 -> 3
b : -1.0283, 1 -> 3
c : -7.9672, 1 -> 3
d : 0.1545, 1 -> 2
a : -7.1728, 2 -> 3
b : -1.2091, 2 -> 0
c : -5.6546, 2 -> 0
d : 9.0136, 2 -> 3
a : -2.9295, 3 -> 3
b : 2.4227, 3 -> 3
c : -0.4884, 3 -> 1
d : -3.3016, 3 -> 5
a : 4.6896, 4 -> 1
b : -3.1064, 4 -> 2
c : 2.2262, 4 -> 6
d : 9.3703, 4 -> 7
a : 8.8045, 5 -> 0
b : 5.1559, 5 -> 2
c : -9.6660, 5 -> 6
d : 9.4691, 5 -> 1
a : 7.8887, 6 -> 0
b : -0.9999, 6 -> 7
c : -9.7305, 6 -> 2
d : 9.7727, 6 -> 5
a : -9.8252, 7 -> 1
b : 0.5942, 7 -> 0
c : 7.5186, 7 -> 4
d : 0.3274, 7 -> 7
d : -7.5371, 0 -> 4
c : -2.7082, 0 -> 6
d : -0.9393, 1 -> 6
b : -9.7804, 1 -> 6
a : -7.4524, 2 -> 3
d : 3.1147, 2 -> 1
b : 2.3606, 3 -> 0
a : 0.0249, 3 -> 0
d : -2.3633, 4 -> 6
a : 8.5133, 4 -> 1
c : 2.4864, 5 -> 4
b : 2.7652, 5 -> 0
a : 9.1184, 6 -> 1
c : 2.0551, 6 -> 6
b : -5.5065, 7 -> 2
b : -5.4815, 7 -> 2
