a : 9.1511, 0 -> 6
b : 4.7636, 0 -> 6
c : 7.1927, 0 -> 1
d : -1.7825, 0 -> 7
a : -5.6980, 1 -> 1
b : -8.5055, 1 -> 3
c : -1.9880, 1 -> 1
d : 4.4670, 1 -> 2
a : 8.0988, 2 -> 0
b : 0.4884, 2 -> 4
c : 6.6111, 2 -> 4
d : 9.6255, 2 -> 2
a : 6.3563, 3 -> 2
b : 3.3537, 3 -> 7
c : -6.7729, 3 -> 4
d : 7.0826, 3 -> 7
a : -2.9500, 4 -> 4
b : -2.5285, 4 -> 6
c : 8.5385, 4 -> 6
d : -3.4562, 4 -> 6
a : 1.3291, 5 -> 1
b : 2.7494, 5 -> 2
c : 5.2588, 5 -> 2
d : 3.9343, 5 -> 6
a : -1.3603, 6 -> 1
b : 8.6130, 6 -> 6
c : -4.8234, 6 -> 6
d : -0.0316, 6 -> 2
a : -7.1613, 7 -> 7
b : 9.2851, 7 -> 0
c : 3.6558, 7 -> 2
d : -7.0871, 7 -> 1
d : -0.2432, 0 -> 6
a : -1.9596, 0 -> 4
b : -8.1126, 1 -> 3
a : 2.5762, 1 -> 6
b : 7.6792, 2 -> 5
b : -0.9136, 2 -> 4
c : 3.6542, 3 -> 7
a : -1.5730, 3 -> 5
b : 9.1904, 4 -> 1
b : 5.8826, 4 -> 5
b : 9.0699, 5 -> 4
a : -2.8751, 5 -> 2
d : 0.8264, 6 -> 4
d : -8.0861, 6 -> 5
d : -5.9070, 7 -> 0
a : -7.9639, 7 -> 6
