a : -2.8479, 0 -> 1
b : -0.6383, 0 -> 3
c : 1.9070, 0 -> 4
d : 3.3827, 0 -> 5
a : -9.6117, 1 -> 1
b : 3.4704, 1 -> 7
c : -4.4931, 1 -> 7
d : 6.7190, 1 -> 5
a : -2.1831, 2 -> 2
b : -8.3842, 2 -> 6
c : 3.4735, 2 -> 7
d : -0.6883, 2 -> 7
a : 5.8044, 3 -> 0
b : 9.4913, 3 -> 2
c : 8.0722, 3 -> 7
d : 2.6463, 3 -> 0
a : -3.3794, 4 -> 5
b : 1.4178, 4 -> 5
c : -6.7107, 4 -> 0
d : -8.5026, 4 -> 4
a : 1.1304, 5 -> 1
b : 5.0833, 5 -> 1
c : -6.3576, 5 -> 0
d : 5.2171, 5 -> 1
a : 8.3581, 6 -> 2
b : -0.9776, 6 -> 3
c : -8.7741, 6 -> 6
d : 5.5929, 6 -> 0
a : -3.0117, 7 -> 1
b : -6.2301, 7 -> 0
c : -9.8558, 7 -> 1
d : -5.0371, 7 -> 2
d : -3.4719, 0 -> 6
b : -3.6742, 0 -> 1
c : 4.3648, 1 -> 7
d : 4.9268, 1 -> 1
b : -7.2665, 2 -> 5
a : 4.8238, 2 -> 6
b : 0.7455, 3 -> 2
d : -8.8941, 3 -> 3
a : 4.9660, 4 -> 1
b : 6.4375, 4 -> 6
d : 6.0525, 5 -> 7
b : 8.9396, 5 -> 6
d : 5.4169, 6 -> 6
b : 1.7345, 6 -> 3
d : 6.0745, 7 -> 7
a : -9.3591, 7 -> 3
