a : 7.2915, 0 -> 0
b : 3.8672, 0 -> 3
a : -7.2602, 1 -> 3
b : -2.5940, 1 -> 7
a : 7.9550, 2 -> 0
b : 9.3219, 2 -> 4
a : -8.9090, 3 -> 3
b : -1.7266, 3 -> 3
a : 1.0077, 4 -> 1
b : 7.7058, 4 -> 1
a : 8.6447, 5 -> 6
b : -8.4050, 5 -> 5
a : 8.0004, 6 -> 7
b : 6.4011, 6 -> 0
a : -7.7611, 7 -> 6
b : -8.9410, 7 -> 3
a : 8.7501, 0 -> 6
b : -4.2249, 1 -> 0
b : -3.1535, 2 -> 4
b : 7.6159, 3 -> 7
b : -4.5488, 4 -> 7
b : 2.9695, 5 -> 3
b : 7.9399, 6 -> 3
b : 8.7487, 7 -> 3
a : 9.5500, 7 -> 1
b : 4.4809, 7 -> 5
a : 3.6162, 7 -> 2
