a : -8.0791, 0 -> 2
b : 8.4058, 0 -> 5
c : 1.3878, 0 -> 6
d : -2.6557, 0 -> 1
a : 7.2021, 1 -> 3
b : -9.4740, 1 -> 1
c : -7.5797, 1 -> 7
d : 0.6698, 1 -> 1
a : -3.8456, 2 -> 5
b : -0.5185, 2 -> 7
c : 6.2427, 2 -> 3
d : 2.5377, 2 -> 0
a : 9.1953, 3 -> 3
b : -3.9567, 3 -> 5
c : 6.7576, 3 -> 6
d : -2.5099, 3 -> 2
a : -8.1783, 4 -> 1
b : -5.9839, 4 -> 6
c : 5.4100, 4 -> 4
d : 8.5295, 4 -> 6
a : -8.5392, 5 -> 2
b : -4.9372, 5 -> 1
c : 4.7510, 5 -> 3
d : 6.8799, 5 -> 2
a : 8.3319, 6 -> 0
b : -3.2007, 6 -> 6
c : 1.6603, 6 -> 0
d : -8.9898, 6 -> 5
a : -8.3613, 7 -> 7
b : 9.4756, 7 -> 3
c : 7.0298, 7 -> 2
d : -7.2555, 7 -> 7
a : -5.2742, 0 -> 4
a : -3.7468, 0 -> 5
a : -6.0285, 1 -> 0
b : 7.5464, 1 -> 2
a : -6.9017, 2 -> 0
c : 8.0526, 2 -> 1
b : -8.4700, 3 -> 5
d : -8.9209, 3 -> 7
a : 7.4400, 4 -> 6
b : -9.0279, 4 -> 3
d : 9.4216, 5 -> 6
c : -0.1867, 5 -> 0
c : -9.2522, 6 -> 2
d : -9.7859, 6 -> 3
a : -5.4495, 7 -> 2
b : 2.4197, 7 -> 1
