a : -3.4214, 0 -> 7
b : 8.9630, 0 -> 5
c : -4.1670, 0 -> 2
d : -9.4194, 0 -> 5
a : 5.9868, 1 -> 2
b : -3.4340, 1 -> 7
c : 9.9581, 1 -> 0
d : 7.4423, 1 -> 4
a : 0.8523, 2 -> 4
b : -6.8251, 2 -> 7
c : -8.6338, 2 -> 6
d : 4.7097, 2 -> 1
a : -1.8765, 3 -> 7
b : -4.7677, 3 -> 4
c : 0.8764, 3 -> 4
d : -5.6788, 3 -> 6
a : 4.3170, 4 -> 6
b : 9.2106, 4 -> 0
c : 3.9067, 4 -> 6
d : -6.2927, 4 -> 7
a : -4.6188, 5 -> 3
b : -9.4560, 5 -> 0
c : 1.3885, 5 -> 2
d : -8.9039, 5 -> 1
a : -3.2005, 6 -> 7
b : 4.5742, 6 -> 5
c : -0.5568, 6 -> 0
d : -9.4830, 6 -> 6
a : -0.4184, 7 -> 0
b : -7.8007, 7 -> 5
c : -6.8370, 7 -> 7
d : 5.9296, 7 -> 1
c : -0.0796, 0 -> 6
c : -3.4819, 0 -> 1
a : -9.9281, 1 -> 1
a : 0.8009, 1 -> 7
a : -6.0854, 2 -> 6
a : 7.1784, 2 -> 1
c : -1.8190, 3 -> 3
d : -6.0630, 3 -> 3
c : 7.7623, 4 -> 4
a : 1.3558, 4 -> 6
d : -9.7609, 5 -> 4
b : -5.1419, 5 -> 5
b : -0.2324, 6 -> 2
d : -2.4515, 6 -> 2
b : 1.3793, 7 -> 7
a : 7.5896, 7 -> 1
