a : 9.0436, 0 -> 7
b : 8.4481, 0 -> 2
c : -5.2566, 0 -> 5
d : 9.2341, 0 -> 4
a : -1.1836, 1 -> 2
b : -9.3573, 1 -> 7
c : 7.7927, 1 -> 1
d : -6.3221, 1 -> 2
a : 2.0314, 2 -> 3
b : 4.1067, 2 -> 1
c : -6.4583, 2 -> 6
d : -7.1119, 2 -> 5
a : 5.3018, 3 -> 7
b : 3.3629, 3 -> 7
c : 0.6857, 3 -> 7
d : 0.8849, 3 -> 0
a : -5.6579, 4 -> 7
b : -3.3850, 4 -> 1
c : 0.9872, 4 -> 3
d : 8.5485, 4 -> 7
a : -4.5797, 5 -> 6
b : 0.2616, 5 -> 7
c : -6.1023, 5 -> 1
d : 9.7550, 5 -> 3
a : 0.5602, 6 -> 0
b : -4.6410, 6 -> 0
c : 2.3845, 6 -> 5
d : 5.6851, 6 -> 6
a : -6.7244, 7 -> 7
b : 2.0147, 7 -> 0
c : 4.8300, 7 -> 6
d : -8.8702, 7 -> 7
a : -7.3886, 0 -> 0
b : 3.0037, 0 -> 6
c : -3.1881, 1 -> 3
d : -9.6411, 1 -> 7
b : 7.1714, 2 -> 6
c : -1.3362, 2 -> 0
b : 3.0491, 3 -> 4
d : -3.5243, 3 -> 2
a : 2.1323, 4 -> 3
b : 3.3558, 4 -> 2
a : -9.0222, 5 -> 2
a : -3.7138, 5 -> 0
a : 8.2814, 6 -> 3
b : 7.0967, 6 -> 4
d : 3.9101, 7 -> 7
d : 5.7664, 7 -> 7
