a : 2.8939, 0 -> 2
b : 3.3694, 0 -> 3
c : -1.2654, 0 -> 7
d : -7.3355, 0 -> 1
a : -0.7214, 1 -> 3
b : 6.7929, 1 -> 6
c : 7.5943, 1 -> 7
d : 2.9634, 1 -> 4
a : -6.2265, 2 -> 2
b : 5.2033, 2 -> 6
c : -3.9272, 2 -> 1
d : -1.4093, 2 -> 7
a : 6.0201, 3 -> 1
b : -8.7515, 3 -> 0
c : 2.0485, 3 -> 1
d : 5.2980, 3 -> 1
a : -9.6125, 4 -> 6
b : -6.3340, 4 -> 5
c : -7.7946, 4 -> 6
d : 0.3621, 4 -> 7
a : 6.6350, 5 -> 6
b : -8.8881, 5 -> 1
c : 7.0354, 5 -> 2
d : 0.5869, 5 -> 1
a : 3.0893, 6 -> 4
b : 2.9696, 6 -> 4
c : -1.4698, 6 -> 7
d : 3.3700, 6 -> 4
a : 2.4381, 7 -> 4
b : 4.6406, 7 -> 5
c : -6.7983, 7 -> 1
d : 5.3682, 7 -> 2
c : -6.7014, 0 -> 3
b : 9.1277, 0 -> 6
a : -2.5709, 1 -> 4
c : 8.1433, 1 -> 7
a : 7.3648, 2 -> 2
d : -1.2509, 2 -> 4
c : 8.5864, 3 -> 5
a : 5.7134, 3 -> 0
a : 7.2038, 4 -> 6
c : 6.5504, 4 -> 1
d : 7.5131, 5 -> 0
c : -3.3791, 5 -> 1
a : -3.2870, 6 -> 7
d : 7.8371, 6 -> 4
d : -2.8338, 7 -> 1
a : -6.5407, 7 -> 4
