a : -4.7669, 0 -> 6
b : -2.7151, 0 -> 4
c : 7.5630, 0 -> 1
d : 8.9831, 0 -> 7
a : 9.9858, 1 -> 4
b : -0.5636, 1 -> 2
c : 5.0195, 1 -> 2
d : 9.4048, 1 -> 3
a : 6.1063, 2 -> 6
b : 1.3715, 2 -> 3
c : -4.0648, 2 -> 5
d : 7.6938, 2 -> 0
a : -8.3017, 3 -> 3
b : -7.6199, 3 -> 6
c : -2.8258, 3 -> 0
d : 7.5162, 3 -> 1
a : -1.5249, 4 -> 1
b : -3.0069, 4 -> 2
c : -2.9465, 4 -> 4
d : 6.5174, 4 -> 6
a : -1.5275, 5 -> 2
b : 7.6002, 5 -> 2
c : -2.1957, 5 -> 2
d : 7.2159, 5 -> 6
a : -4.8493, 6 -> 3
b : 6.0378, 6 -> 7
c : 9.4876, 6 -> 4
d : 8.1873, 6 -> 4
a : -7.4380, 7 -> 1
b : -8.1435, 7 -> 2
c : -7.1348, 7 -> 6
d : -0.7817, 7 -> 7
b : 4.6953, 0 -> 3
b : -7.3038, 0 -> 2
a : -5.9104, 1 -> 7
a : 6.4215, 1 -> 7
d : -7.3525, 2 -> 6
d : 8.3181, 2 -> 3
c : -5.7846, 3 -> 7
d : -7.6433, 3 -> 0
c : 2.9328, 4 -> 4
a : 3.4621, 4 -> 3
a : -8.3512, 5 -> 0
c : 1.4258, 5 -> 3
d : -0.8979, 6 -> 2
a : 8.1622, 6 -> 4
c : 4.4066, 7 -> 0
b : -8.2561, 7 -> 4
