a : -3.5282, 0 -> 7
b : -7.4364, 0 -> 3
c : 7.2068, 0 -> 7
d : 5.6117, 0 -> 0
a : -1.7006, 1 -> 5
b : -1.3408, 1 -> 0
c : -1.6065, 1 -> 1
d : 6.1810, 1 -> 6
a : -8.9725, 2 -> 3
b : -3.3230, 2 -> 3
c : -5.9771, 2 -> 7
d : -2.5433, 2 -> 7
a : 4.9457, 3 -> 0
b : -7.4788, 3 -> 6
c : -8.5880, 3 -> 6
d : -5.5209, 3 -> 4
a : -1.9489, 4 -> 0
b : 5.0200, 4 -> 6
c : 7.6969, 4 -> 3
d : -9.9578, 4 -> 2
a : -8.9322, 5 -> 2
b : 2.4432, 5 -> 0
c : 5.6301, 5 -> 6
d : 7.7963, 5 -> 0
a : 9.1551, 6 -> 5
b : 5.4740, 6 -> 3
c : 5.3140, 6 -> 5
d : -1.2632, 6 -> 6
a : -7.7180, 7 -> 4
b : 7.2524, 7 -> 1
c : -8.5744, 7 -> 3
d : 1.7370, 7 -> 7
c : 0.9920, 0 -> 0
d : 9.7388, 0 -> 1
a : 0.7073, 1 -> 6
a : 6.2129, 1 -> 6
b : -1.8932, 2 -> 1
d : 6.9341, 2 -> 5
b : 8.8749, 3 -> 4
a : 5.4574, 3 -> 3
a : -7.2013, 4 -> 2
b : 9.6594, 4 -> 5
d : -3.2231, 5 -> 7
d : -8.6542, 5 -> 2
b : -9.1322, 6 -> 4
d : -7.7273, 6 -> 7
b : 9.7024, 7 -> 7
c : 3.1049, 7 -> 1
