a : 0.4330, 0 -> 3
b : -8.4174, 0 -> 6
c : -8.9996, 0 -> 0
d : 6.0437, 0 -> 1
a : -2.9818, 1 -> 2
b : -6.4454, 1 -> 0
c : -4.0131, 1 -> 6
d : -8.4412, 1 -> 3
a : 7.3579, 2 -> 3
b : 8.4023, 2 -> 6
c : 2.7860, 2 -> 5
d : -7.5231, 2 -> 4
a : -5.7862, 3 -> 3
b : 7.4065, 3 -> 6
c : 9.2333, 3 -> 6
d : -0.3411, 3 -> 1
a : 6.6279, 4 -> 5
b : 5.3007, 4 -> 7
c : -6.3266, 4 -> 0
d : -3.1758, 4 -> 2
a : -3.0765, 5 -> 2
b : -9.2674, 5 -> 2
c : -7.5142, 5 -> 6
d : -7.2698, 5 -> 2
a : -4.1009, 6 -> 2
b : 8.4048, 6 -> 5
c : -4.3995, 6 -> 5
d : -8.2683, 6 -> 5
a : 2.1359, 7 -> 0
b : 0.6100, 7 -> 3
c : -2.2841, 7 -> 5
d : 5.9759, 7 -> 5
b : 5.6547, 0 -> 6
d : -5.1297, 0 -> 3
d : 1.5746, 1 -> 6
d : -1.3405, 1 -> 1
a : 7.1718, 2 -> 2
b : -6.1604, 2 -> 3
b : 0.0217, 3 -> 3
c : -3.5651, 3 -> 0
c : 8.3435, 4 -> 6
d : 3.4571, 4 -> 4
b : 7.1205, 5 -> 1
c : -7.8140, 5 -> 0
d : 6.3881, 6 -> 6
a : 1.8275, 6 -> 1
d : -5.9291, 7 -> 1
a : 7.5846, 7 -> 6
