a : 2.4718, 0 -> 0
b : -2.1757, 0 -> 2
c : -7.5626, 0 -> 7
d : 3.7376, 0 -> 1
a : 1.4172, 1 -> 4
b : 1.5717, 1 -> 3
c : -3.1049, 1 -> 7
d : -3.6140, 1 -> 7
a : 9.5002, 2 -> 6
b : -9.5550, 2 -> 6
c : -2.7363, 2 -> 7
d : -9.8469, 2 -> 7
a : 0.5338, 3 -> 1
b : 9.3351, 3 -> 3
c : -7.4619, 3 -> 1
d : 7.1840, 3 -> 1
a : 2.1780, 4 -> 2
b : 6.6924, 4 -> 2
c : 0.0476, 4 -> 5
d : -5.5105, 4 -> 5
a : 8.0463, 5 -> 2
b : -9.6088, 5 -> 0
c : 3.6754, 5 -> 2
d : 5.8406, 5 -> 2
a : 9.8252, 6 -> 0
b : 1.2222, 6 -> 0
c : -0.7213, 6 -> 2
d : 7.7033, 6 -> 3
a : -2.3783, 7 -> 5
b : -3.4873, 7 -> 4
c : 8.4593, 7 -> 0
d : 9.8627, 7 -> 7
c : -7.1284, 0 -> 2
c : 2.3852, 0 -> 2
d : 0.4147, 1 -> 5
d : -5.2091, 1 -> 2
b : -1.7303, 2 -> 5
c : -0.0629, 2 -> 2
b : -3.1262, 3 -> 3
b : -9.6042, 3 -> 2
b : -1.5782, 4 -> 5
a : -8.0307, 4 -> 3
b : -6.9635, 5 -> 5
b : -1.2684, 5 -> 1
a : -1.8436, 6 -> 1
c : -3.5302, 6 -> 4
a : -5.1296, 7 -> 7
b : 0.8789, 7 -> 6
