a : 9.9108, 0 -> 7
b : -7.5968, 0 -> 0
c : -7.7021, 0 -> 1
d : -4.5249, 0 -> 3
a : 2.9246, 1 -> 4
b : 3.8397, 1 -> 0
c : -2.8259, 1 -> 6
d : 8.0558, 1 -> 6
a : -0.2757, 2 -> 2
b : -5.5917, 2 -> 2
c : 9.4409, 2 -> 1
d : -0.1543, 2 -> 5
a : 0.3189, 3 -> 2
b : 5.7089, 3 -> 3
c : 6.3170, 3 -> 2
d : -6.2599, 3 -> 2
a : -2.2389, 4 -> 5
b : 8.7206, 4 -> 1
c : 1.3069, 4 -> 7
d : -9.5591, 4 -> 3
a : 1.1026, 5 -> 1
b : -7.6527, 5 -> 2
c : 3.9322, 5 -> 2
d : -7.0860, 5 -> 2
a : 9.0620, 6 -> 0
b : -3.8070, 6 -> 5
c : 1.7443, 6 -> 7
d : 9.7158, 6 -> 7
a : 4.6331, 7 -> 4
b : 3.0961, 7 -> 1
c : 5.3850, 7 -> 0
d : 4.2002, 7 -> 6
b : -5.4617, 0 -> 2
b : -7.3532, 0 -> 3
b : 9.4221, 1 -> 1
d : 7.5029, 1 -> 7
b : 0.9140, 2 -> 1
d : 4.5757, 2 -> 3
b : 8.4374, 3 -> 4
a : 3.2063, 3 -> 2
b : -6.8507, 4 -> 0
b : -0.0478, 4 -> 1
a : 0.5410, 5 -> 3
a : -9.3977, 5 -> 3
b : -6.8829, 6 -> 1
b : -4.7515, 6 -> 0
c : -3.1107, 7 -> 0
a : 2.7880, 7 -> 3
