a : 7.1523, 0 -> 3
b : -8.0692, 0 -> 6
c : 5.1888, 0 -> 5
d : -2.0537, 0 -> 5
a : -9.0224, 1 -> 1
b : 3.8695, 1 -> 4
c : 9.1005, 1 -> 1
d : 2.3468, 1 -> 5
a : 2.7799, 2 -> 4
b : -4.5421, 2 -> 6
c : -2.8570, 2 -> 1
d : -4.1515, 2 -> 7
a : -5.7446, 3 -> 4
b : -5.3085, 3 -> 1
c : 0.0516, 3 -> 4
d : -5.1538, 3 -> 2
a : -8.0667, 4 -> 3
b : 6.4788, 4 -> 1
c : -8.6318, 4 -> 2
d : -2.5694, 4 -> 1
a : 5.7711, 5 -> 0
b : 4.9386, 5 -> 3
c : 3.7176, 5 -> 2
d : 1.9974, 5 -> 3
a : -8.2698, 6 -> 3
b : -3.7543, 6 -> 7
c : 1.9354, 6 -> 1
d : 2.3185, 6 -> 5
a : -5.4963, 7 -> 6
b : -4.9774, 7 -> 6
c : 6.5628, 7 -> 3
d : 2.2288, 7 -> 1
c : 3.4129, 0 -> 3
b : -4.2331, 0 -> 7
c : -5.0876, 1 -> 1
a : 6.8297, 1 -> 6
d : -5.1155, 2 -> 4
d : -5.2720, 2 -> 3
c : -9.8190, 3 -> 2
c : -7.4993, 3 -> 3
b : 1.6612, 4 -> 2
b : -7.3371, 4 -> 2
d : -9.1100, 5 -> 0
a : 6.2983, 5 -> 4
b : -6.4324, 6 -> 1
a : -6.4484, 6 -> 1
c : 0.3447, 7 -> 0
b : -0.3691, 7 -> 0
