a : -2.1042, 0 -> 3
b : 9.5075, 0 -> 6
a : -7.8906, 1 -> 7
b : 9.6751, 1 -> 3
a : 5.4995, 2 -> 3
b : -7.2706, 2 -> 1
a : 7.6743, 3 -> 6
b : 3.0824, 3 -> 5
a : 0.3040, 4 -> 1
b : -1.6775, 4 -> 0
a : -1.4450, 5 -> 0
b : 3.9144, 5 -> 3
a : -6.2568, 6 -> 5
b : 9.8818, 6 -> 3
a : 3.9714, 7 -> 3
b : -6.7285, 7 -> 1
a : -0.3866, 0 -> 0
b : -7.7058, 1 -> 2
a : 0.5720, 2 -> 7
b : -5.5063, 3 -> 3
b : -8.9733, 4 -> 6
b : 7.1504, 5 -> 3
b : 1.8108, 6 -> 0
b : 5.0512, 7 -> 1
a : -9.4302, 0 -> 2
a : -6.8301, 6 -> 4
