a : 1.6945, 0 -> 4
b : 3.0628, 0 -> 0
c : -8.9730, 0 -> 5
d : -7.0778, 0 -> 7
a : -3.3847, 1 -> 4
b : 1.8741, 1 -> 4
c : 2.0438, 1 -> 6
d : 0.5328, 1 -> 2
a : 1.7207, 2 -> 7
b : -9.2918, 2 -> 1
c : 5.0547, 2 -> 5
d : -2.4224, 2 -> 4
a : 0.8569, 3 -> 7
b : 0.7364, 3 -> 1
c : -8.2457, 3 -> 0
d : 4.3598, 3 -> 2
a : -8.4230, 4 -> 2
b : -7.4552, 4 -> 7
c : -8.8429, 4 -> 7
d : 0.6293, 4 -> 5
a : 2.7601, 5 -> 2
b : 4.4575, 5 -> 1
c : 8.3013, 5 -> 2
d : 1.9136, 5 -> 3
a : 9.4409, 6 -> 0
b : 5.2894, 6 -> 0
c : -7.6624, 6 -> 6
d : 0.5581, 6 -> 4
a : -3.3405, 7 -> 2
b : 0.3223, 7 -> 1
c : -6.8010, 7 -> 5
d : -6.0067, 7 -> 3
b : -3.5808, 0 -> 3
c : 6.6480, 0 -> 5
b : 1.0478, 1 -> 1
c : -3.9530, 1 -> 7
b : -2.7592, 2 -> 0
d : 0.5647, 2 -> 6
c : 8.1767, 3 -> 4
a : -1.8324, 3 -> 0
b : -8.2409, 4 -> 3
a : -4.4472, 4 -> 0
b : -6.5933, 5 -> 1
c : 5.0916, 5 -> 7
c : 5.1549, 6 -> 2
b : 7.5752, 6 -> 7
b : 8.8604, 7 -> 0
a : 8.3549, 7 -> 0
