a : -1.4555, 0 -> 7
b : 1.7892, 0 -> 0
c : -9.0867, 0 -> 1
d : -2.8138, 0 -> 6
a : -7.2906, 1 -> 7
b : 2.0360, 1 -> 4
c : 5.7527, 1 -> 1
d : -0.3608, 1 -> 1
a : -6.2837, 2 -> 2
b : -1.9119, 2 -> 7
c : -4.3262, 2 -> 6
d : 4.0421, 2 -> 2
a : 6.3973, 3 -> 1
b : 9.3325, 3 -> 0
c : -8.5787, 3 -> 5
d : 3.2055, 3 -> 2
a : -2.1773, 4 -> 5
b : -6.5652, 4 -> 3
c : 2.0734, 4 -> 1
d : -7.0125, 4 -> 3
a : -2.8844, 5 -> 4
b : -8.0345, 5 -> 5
c : 4.0817, 5 -> 7
d : -8.4313, 5 -> 2
a : -2.2580, 6 -> 7
b : 1.1972, 6 -> 1
c : 3.7037, 6 -> 6
d : 1.7385, 6 -> 7
a : -7.7344, 7 -> 6
b : -5.2087, 7 -> 1
c : -7.0244, 7 -> 5
d : -0.8709, 7 -> 7
a : 6.5487, 0 -> 3
b : 9.7262, 0 -> 1
b : -8.6037, 1 -> 0
d : -4.4168, 1 -> 7
b : 0.2508, 2 -> 0
d : -8.3105, 2 -> 0
a : -2.5261, 3 -> 4
a : -0.8362, 3 -> 2
d : -2.7561, 4 -> 2
b : 3.4935, 4 -> 2
d : 1.4999, 5 -> 5
a : -8.7500, 5 -> 1
b : -3.5883, 6 -> 6
d : 7.7857, 6 -> 2
a : 6.5130, 7 -> 1
c : 9.7219, 7 -> 0
