a : 2.4316, 0 -> 7
b : -5.5108, 0 -> 6
c : -9.0806, 0 -> 7
d : 3.5996, 0 -> 6
a : -8.1747, 1 -> 5
b : -8.2871, 1 -> 0
c : -7.4801, 1 -> 7
d : -8.7178, 1 -> 3
a : 0.9801, 2 -> 6
b : 0.0383, 2 -> 1
c : 6.7433, 2 -> 5
d : -7.5199, 2 -> 2
a : -8.8498, 3 -> 3
b : -7.6117, 3 -> 5
c : -3.6798, 3 -> 6
d : -7.8083, 3 -> 0
a : -0.0337, 4 -> 4
b : -7.5326, 4 -> 6
c : -0.8987, 4 -> 0
d : 2.6693, 4 -> 7
a : -6.0348, 5 -> 0
b : 4.4295, 5 -> 1
c : 2.9905, 5 -> 1
d : 9.0894, 5 -> 2
a : 1.2086, 6 -> 3
b : 4.5833, 6 -> 1
c : 2.5567, 6 -> 2
d : 2.2129, 6 -> 6
a : 9.1582, 7 -> 3
b : -4.3093, 7 -> 2
c : -5.2423, 7 -> 5
d : 0.2128, 7 -> 6
a : 7.4947, 0 -> 1
a : 8.9670, 0 -> 1
b : -9.1815, 1 -> 7
c : 9.6170, 1 -> 6
c : 4.5185, 2 -> 7
b : -4.1058, 2 -> 5
d : 1.7757, 3 -> 6
d : -8.8243, 3 -> 5
a : -2.7525, 4 -> 6
b : 0.7211, 4 -> 3
c : 3.6564, 5 -> 6
b : -3.8538, 5 -> 7
a : -5.5536, 6 -> 0
a : 5.1946, 6 -> 3
b : -3.4046, 7 -> 1
c : -1.8637, 7 -> 4
