a : 7.4121, 0 -> 5
b : -3.6084, 0 -> 1
c : 8.4638, 0 -> 2
d : 7.6336, 0 -> 1
a : -8.7771, 1 -> 6
b : 6.5085, 1 -> 7
c : 8.9230, 1 -> 1
d : -6.6475, 1 -> 6
a : 9.5662, 2 -> 3
b : 0.1512, 2 -> 4
c : 8.5983, 2 -> 3
d : 2.6333, 2 -> 6
a : -3.5523, 3 -> 6
b : 9.9192, 3 -> 3
c : -1.4880, 3 -> 4
d : 3.6715, 3 -> 3
a : 2.1535, 4 -> 1
b : -6.5946, 4 -> 7
c : 0.7240, 4 -> 6
d : -7.0331, 4 -> 6
a : -7.4604, 5 -> 4
b : 6.4729, 5 -> 0
c : -7.7340, 5 -> 1
d : 5.8564, 5 -> 2
a : 1.2917, 6 -> 0
b : -6.5736, 6 -> 4
c : 4.8020, 6 -> 3
d : 9.7755, 6 -> 7
a : 6.3396, 7 -> 3
b : -7.2579, 7 -> 4
c : -5.1491, 7 -> 4
d : -5.3549, 7 -> 5
b : 4.1929, 0 -> 4
a : -6.3788, 0 -> 3
c : -0.4590, 1 -> 0
c : -4.6913, 1 -> 7
a : -6.0247, 2 -> 3
c : 4.8393, 2 -> 5
d : -5.1542, 3 -> 4
c : -6.2232, 3 -> 5
c : -1.3652, 4 -> 4
b : 6.2964, 4 -> 5
b : -2.0717, 5 -> 1
c : 0.5621, 5 -> 4
b : 0.7146, 6 -> 4
b : 2.6045, 6 -> 0
c : 9.4561, 7 -> 5
a : -9.1904, 7 -> 3
