a : 6.4254, 0 -> 1
b : -5.0462, 0 -> 3
c : 4.5402, 0 -> 4
d : -4.1492, 0 -> 1
a : 5.7546, 1 -> 4
b : 5.0316, 1 -> 5
c : -1.9907, 1 -> 1
d : -1.5865, 1 -> 4
a : -4.4773, 2 -> 4
b : 4.6213, 2 -> 6
c : 7.6550, 2 -> 3
d : -7.6659, 2 -> 1
a : 6.7620, 3 -> 6
b : 9.0954, 3 -> 0
c : 0.0955, 3 -> 4
d : 2.5566, 3 -> 5
a : -7.9697, 4 -> 5
b : 4.2189, 4 -> 4
c : 6.1179, 4 -> 2
d : -4.7572, 4 -> 2
a : 6.9537, 5 -> 0
b : -2.3300, 5 -> 0
c : 4.9676, 5 -> 6
d : -2.2574, 5 -> 5
a : 3.0495, 6 -> 5
b : 8.4177, 6 -> 6
c : -4.6650, 6 -> 0
d : -9.5210, 6 -> 7
a : -0.3197, 7 -> 2
b : -4.7639, 7 -> 4
c : 6.8642, 7 -> 1
d : 1.7311, 7 -> 2
c : 6.5884, 0 -> 6
b : -6.9266, 0 -> 1
b : 3.0263, 1 -> 6
c : -9.1295, 1 -> 5
a : -5.7642, 2 -> 0
b : 4.6762, 2 -> 2
d : 9.5498, 3 -> 2
c : 1.5869, 3 -> 3
c : -4.5256, 4 -> 4
b : -6.4208, 4 -> 1
a : 7.1353, 5 -> 3
c : -5.7796, 5 -> 5
c : -2.7748, 6 -> 6
c : -8.3339, 6 -> 6
d : 2.9256, 7 -> 6
b : -8.3911, 7 -> 6
