a : 2.0915, 0 -> 1
b : 7.0224, 0 -> 7
c : 5.1118, 0 -> 6
d : 4.4397, 0 -> 1
a : -9.4134, 1 -> 1
b : 2.6111, 1 -> 5
c : 9.4614, 1 -> 1
d : -8.4965, 1 -> 3
a : -9.7480, 2 -> 7
b : 6.1752, 2 -> 2
c : -2.0066, 2 -> 7
d : -2.3025, 2 -> 5
a : 3.8316, 3 -> 7
b : -8.0638, 3 -> 2
c : 2.5479, 3 -> 7
d : 8.0559, 3 -> 4
a : 0.1894, 4 -> 7
b : -4.2084, 4 -> 5
c : 0.0398, 4 -> 7
d : 4.6623, 4 -> 0
a : 4.5685, 5 -> 4
b : -1.9419, 5 -> 2
c : -1.1700, 5 -> 1
d : 2.0540, 5 -> 2
a : 2.4990, 6 -> 6
b : -9.8580, 6 -> 2
c : -3.3539, 6 -> 2
d : 2.1017, 6 -> 4
a : 0.8667, 7 -> 3
b : -9.4426, 7 -> 0
c : 1.0019, 7 -> 6
d : -1.8456, 7 -> 5
a : -7.1305, 0 -> 5
d : 7.4462, 0 -> 4
c : 9.1136, 1 -> 7
c : 8.8925, 1 -> 6
b : 7.3392, 2 -> 5
d : 4.9584, 2 -> 0
d : -3.8919, 3 -> 3
b : -1.7803, 3 -> 5
a : -5.5221, 4 -> 3
b : -6.3966, 4 -> 0
a : 1.8035, 5 -> 3
b : 4.2787, 5 -> 7
b : 5.8884, 6 -> 4
c : 4.1005, 6 -> 7
a : -9.7630, 7 -> 6
a : -8.9008, 7 -> 7
