a : 6.9397, 0 -> 2
b : -2.6678, 0 -> 5
c : -7.6021, 0 -> 2
d : -3.2525, 0 -> 1
a : -0.5283, 1 -> 3
b : 1.6341, 1 -> 3
c : 7.4825, 1 -> 2
d : -1.4135, 1 -> 7
a : 9.3306, 2 -> 7
b : 0.2384, 2 -> 7
c : -2.5493, 2 -> 0
d : 2.5604, 2 -> 7
a : -2.4919, 3 -> 7
b : -2.6655, 3 -> 0
c : -8.3885, 3 -> 0
d : 7.8606, 3 -> 7
a : 8.7945, 4 -> 2
b : 1.5861, 4 -> 7
c : -6.3797, 4 -> 5
d : -1.2339, 4 -> 3
a : 4.9630, 5 -> 7
b : -9.6792, 5 -> 2
c : -1.1515, 5 -> 4
d : 0.0000, 5 -> 7
a : 2.6047, 6 -> 5
b : -7.9270, 6 -> 3
c : 3.0880, 6 -> 0
d : -4.3453, 6 -> 5
a : 7.8614, 7 -> 7
b : -9.1207, 7 -> 3
c : 9.6348, 7 -> 2
d : -2.2094, 7 -> 6
d : 0.0755, 0 -> 3
c : -1.4877, 0 -> 7
b : 8.4755, 1 -> 1
c : -2.5636, 1 -> 5
d : 4.0874, 2 -> 0
a : -1.1050, 2 -> 2
c : 6.2383, 3 -> 3
c : -1.9634, 3 -> 6
a : -5.9882, 4 -> 5
a : -6.5721, 4 -> 5
d : 5.8331, 5 -> 2
c : 5.6008, 5 -> 1
a : -2.2055, 6 -> 6
d : 1.8987, 6 -> 5
d : 0.2029, 7 -> 5
a : -1.5383, 7 -> 2
