a : -4.5983, 0 -> 4
b : -5.5151, 0 -> 5
c : -5.1772, 0 -> 7
d : -4.8879, 0 -> 7
a : -0.7906, 1 -> 2
b : -4.2531, 1 -> 0
c : 3.6038, 1 -> 3
d : -5.1499, 1 -> 3
a : 9.8228, 2 -> 3
b : 3.3669, 2 -> 7
c : 5.9054, 2 -> 1
d : 4.7825, 2 -> 5
a : 6.1579, 3 -> 3
b : 4.5155, 3 -> 5
c : 5.4929, 3 -> 4
d : -0.1124, 3 -> 6
a : 4.3284, 4 -> 1
b : -1.7834, 4 -> 3
c : 3.5860, 4 -> 6
d : 7.5420, 4 -> 3
a : -2.9478, 5 -> 7
b : -2.6782, 5 -> 2
c : -1.4957, 5 -> 2
d : 2.3501, 5 -> 2
a : -6.9098, 6 -> 3
b : -6.2680, 6 -> 6
c : -5.3605, 6 -> 5
d : 7.0404, 6 -> 0
a : -4.2551, 7 -> 2
b : -4.4062, 7 -> 0
c : 6.6009, 7 -> 6
d : 4.9856, 7 -> 0
c : -5.7520, 0 -> 0
c : -7.3526, 0 -> 1
d : -0.1651, 1 -> 1
c : 9.9001, 1 -> 0
a : -6.9602, 2 -> 3
b : -5.2534, 2 -> 7
c : 1.1785, 3 -> 7
d : 9.0887, 3 -> 5
d : -3.1188, 4 -> 6
b : -2.9404, 4 -> 4
c : -3.5039, 5 -> 0
c : -8.3565, 5 -> 5
a : 6.2211, 6 -> 7
a : 4.6732, 6 -> 6
b : -2.5301, 7 -> 2
b : -2.0549, 7 -> 1
