a : 4.9852, 0 -> 1
b : -1.3873, 0 -> 0
c : 3.1983, 0 -> 7
d : -5.6024, 0 -> 6
a : 2.3839, 1 -> 2
b : -0.2462, 1 -> 2
c : 0.5287, 1 -> 3
d : -1.1028, 1 -> 1
a : 6.2714, 2 -> 0
b : 9.3478, 2 -> 7
c : -3.3840, 2 -> 3
d : 5.8660, 2 -> 5
a : -5.3258, 3 -> 1
b : -9.5845, 3 -> 1
c : 3.9770, 3 -> 2
d : 2.9078, 3 -> 3
a : 0.6528, 4 -> 5
b : 6.9969, 4 -> 5
c : 4.0392, 4 -> 7
d : -0.1107, 4 -> 1
a : -0.6027, 5 -> 1
b : -8.1324, 5 -> 3
c : -0.7760, 5 -> 0
d : 6.9529, 5 -> 4
a : -6.7673, 6 -> 4
b : 9.1131, 6 -> 1
c : -9.2781, 6 -> 0
d : 3.6161, 6 -> 4
a : 5.9725, 7 -> 1
b : 8.0370, 7 -> 3
c : -4.9896, 7 -> 1
d : 4.2081, 7 -> 7
b : -6.3770, 0 -> 3
a : -4.0217, 0 -> 7
a : -8.0604, 1 -> 7
b : 4.8639, 1 -> 1
a : 3.6078, 2 -> 5
a : 4.3450, 2 -> 5
c : 6.1129, 3 -> 7
a : 7.1843, 3 -> 5
a : -0.2089, 4 -> 3
c : -4.0111, 4 -> 2
d : -0.0137, 5 -> 1
a : -6.7625, 5 -> 3
c : -0.9006, 6 -> 2
a : -1.4581, 6 -> 1
c : 9.3496, 7 -> 5
d : -7.8093, 7 -> 4
