a : -8.4646, 0 -> 2
b : 4.6418, 0 -> 4
c : 5.9631, 0 -> 2
d : 4.4096, 0 -> 6
a : -5.6971, 1 -> 6
b : 7.8289, 1 -> 1
c : -0.9750, 1 -> 2
d : 2.4614, 1 -> 3
a : -7.1161, 2 -> 3
b : 8.4199, 2 -> 0
c : -0.3371, 2 -> 4
d : 1.8836, 2 -> 5
a : -2.8414, 3 -> 2
b : 6.4958, 3 -> 0
c : -8.3075, 3 -> 7
d : 1.4093, 3 -> 5
a : 2.2163, 4 -> 4
b : -0.2216, 4 -> 3
c : -1.9849, 4 -> 7
d : -2.8545, 4 -> 1
a : 6.3920, 5 -> 6
b : -7.2533, 5 -> 2
c : -2.6842, 5 -> 7
d : -7.3966, 5 -> 4
a : -4.0319, 6 -> 4
b : -8.2487, 6 -> 0
c : 1.0402, 6 -> 4
d : 1.3246, 6 -> 5
a : -8.8698, 7 -> 1
b : -8.1428, 7 -> 0
c : -2.5359, 7 -> 0
d : -3.8194, 7 -> 6
b : -9.9788, 0 -> 5
b : -2.5589, 0 -> 0
c : 2.8732, 1 -> 4
a : 7.9121, 1 -> 3
a : -0.9702, 2 -> 0
d : -9.4835, 2 -> 4
c : -9.8588, 3 -> 7
c : 3.8943, 3 -> 4
c : -0.4598, 4 -> 2
a : 2.7495, 4 -> 5
d : -1.5522, 5 -> 1
a : 6.0787, 5 -> 1
a : -5.3081, 6 -> 6
b : -0.8374, 6 -> 7
b : 1.4481, 7 -> 5
c : 7.8832, 7 -> 3
