a : -6.5102, 0 -> 3
b : -7.7711, 0 -> 0
c : -4.1663, 0 -> 2
d : -5.0801, 0 -> 4
a : 0.2354, 1 -> 5
b : -7.3532, 1 -> 2
c : -5.5323, 1 -> 5
d : 7.7098, 1 -> 1
a : -0.4821, 2 -> 1
b : 1.6169, 2 -> 5
c : 7.4374, 2 -> 2
d : 4.6320, 2 -> 7
a : 4.1865, 3 -> 0
b : -5.8834, 3 -> 1
c : 7.8894, 3 -> 0
d : 8.0605, 3 -> 4
a : -5.2789, 4 -> 5
b : -6.9687, 4 -> 3
c : 8.7761, 4 -> 1
d : 1.3132, 4 -> 3
a : 4.1928, 5 -> 7
b : 0.6399, 5 -> 7
c : 5.8621, 5 -> 1
d : 2.8255, 5 -> 5
a : 4.2068, 6 -> 3
b : 6.2600, 6 -> 2
c : 9.3258, 6 -> 4
d : -9.7410, 6 -> 7
a : 7.3845, 7 -> 5
b : -0.1991, 7 -> 2
c : -7.7616, 7 -> 3
d : -4.7506, 7 -> 4
b : 6.0289, 0 -> 2
b : -3.7078, 0 -> 6
b : 6.8512, 1 -> 1
c : -4.4769, 1 -> 5
d : -1.7945, 2 -> 1
d : -8.6954, 2 -> 2
d : -3.7800, 3 -> 3
a : -4.6451, 3 -> 4
d : 9.1164, 4 -> 6
d : -6.5709, 4 -> 4
b : 6.6623, 5 -> 3
c : 1.2290, 5 -> 7
b : -1.3378, 6 -> 6
d : -9.3795, 6 -> 2
d : -0.6562, 7 -> 6
c : 7.4606, 7 -> 6
