a : -9.6519, 0 -> 3
b : 1.0578, 0 -> 6
c : 8.7809, 0 -> 6
d : -9.7278, 0 -> 2
a : -8.6656, 1 -> 2
b : -0.8720, 1 -> 1
c : -2.0870, 1 -> 0
d : 8.8679, 1 -> 2
a : -8.8985, 2 -> 1
b : 4.6289, 2 -> 2
c : 9.0436, 2 -> 6
d : -1.5817, 2 -> 7
a : 7.4092, 3 -> 1
b : 1.4730, 3 -> 3
c : -3.7358, 3 -> 2
d : 2.1631, 3 -> 2
a : 8.8401, 4 -> 1
b : -9.3357, 4 -> 3
c : -0.7433, 4 -> 4
d : -3.1806, 4 -> 4
a : 5.1834, 5 -> 7
b : -2.2487, 5 -> 1
c : 9.1992, 5 -> 2
d : -6.2718, 5 -> 3
a : -3.8318, 6 -> 4
b : -9.1990, 6 -> 0
c : 7.1452, 6 -> 0
d : -0.2207, 6 -> 5
a : 6.2666, 7 -> 3
b : -8.8270, 7 -> 5
c : 8.8399, 7 -> 6
d : 6.9791, 7 -> 2
c : -1.8623, 0 -> 1
d : -9.0682, 0 -> 3
a : -6.1108, 1 -> 4
d : -3.7602, 1 -> 0
c : -7.3889, 2 -> 3
a : 2.3471, 2 -> 0
a : 2.9548, 3 -> 4
a : 3.8075, 3 -> 4
c : 8.3433, 4 -> 1
d : -8.8002, 4 -> 2
b : -7.8643, 5 -> 1
a : -3.6188, 5 -> 0
d : -9.5232, 6 -> 3
a : 7.7621, 6 -> 1
d : 1.8784, 7 -> 6
a : -8.6042, 7 -> 5
