a : 4.6832, 0 -> 1
b : -6.5741, 0 -> 7
c : 8.9012, 0 -> 7
d : 1.5191, 0 -> 4
a : -2.0985, 1 -> 2
b : 8.0015, 1 -> 4
c : -4.5066, 1 -> 6
d : 6.2800, 1 -> 0
a : 7.7606, 2 -> 7
b : 5.4889, 2 -> 0
c : -4.1910, 2 -> 4
d : -9.5910, 2 -> 5
a : -8.0285, 3 -> 7
b : -9.9655, 3 -> 0
c : -5.5582, 3 -> 3
d : -5.7114, 3 -> 7
a : 2.6337, 4 -> 5
b : -7.0293, 4 -> 5
c : -6.5417, 4 -> 2
d : -1.4991, 4 -> 0
a : -0.6011, 5 -> 6
b : 8.2230, 5 -> 7
c : 6.6539, 5 -> 6
d : 2.7238, 5 -> 7
a : -8.3962, 6 -> 2
b : -9.7836, 6 -> 3
c : -1.2680, 6 -> 5
d : -7.3707, 6 -> 4
a : -4.5608, 7 -> 0
b : -1.2316, 7 -> 1
c : 1.1809, 7 -> 0
d : 1.0172, 7 -> 4
d : -5.2903, 0 -> 6
c : 1.2966, 0 -> 0
a : -2.8693, 1 -> 4
a : 3.2053, 1 -> 2
b : 0.6057, 2 -> 3
a : 4.6605, 2 -> 3
b : -5.6364, 3 -> 4
b : 2.0144, 3 -> 1
d : 5.6616, 4 -> 3
c : -7.6963, 4 -> 1
d : 5.3795, 5 -> 6
b : 2.7889, 5 -> 4
b : 7.9055, 6 -> 6
d : 7.9993, 6 -> 7
b : 4.8604, 7 -> 4
c : 3.3754, 7 -> 7
