a : -8.5838, 0 -> 4
b : -0.8457, 0 -> 2
c : 2.2098, 0 -> 0
d : -9.7272, 0 -> 5
a : 6.1066, 1 -> 2
b : -8.2133, 1 -> 0
c : -8.8013, 1 -> 1
d : -6.1931, 1 -> 3
a : -8.2479, 2 -> 6
b : 8.9037, 2 -> 3
c : 5.7611, 2 -> 7
d : 2.9665, 2 -> 2
a : -9.3711, 3 -> 0
b : 7.0343, 3 -> 4
c : -4.9409, 3 -> 6
d : 3.6305, 3 -> 6
a : -7.4017, 4 -> 2
b : 2.3601, 4 -> 6
c : -2.0975, 4 -> 3
d : 2.2027, 4 -> 6
a : -2.7963, 5 -> 7
b : 3.7339, 5 -> 4
c : 0.9274, 5 -> 2
d : 6.1400, 5 -> 0
a : -8.9476, 6 -> 6
b : 2.4592, 6 -> 4
c : -0.8930, 6 -> 6
d : 6.0875, 6 -> 1
a : -9.8454, 7 -> 6
b : 9.2363, 7 -> 0
c : 0.2484, 7 -> 5
d : 8.5949, 7 -> 0
a : 1.5777, 0 -> 1
d : -9.7059, 0 -> 7
a : 0.7988, 1 -> 5
d : -9.4537, 1 -> 6
a : 4.1770, 2 -> 1
b : 0.6941, 2 -> 2
c : -6.4854, 3 -> 7
d : -6.7030, 3 -> 4
a : 6.1792, 4 -> 4
d : -6.9887, 4 -> 0
b : 1.9294, 5 -> 4
a : -6.9648, 5 -> 5
c : 6.7138, 6 -> 0
b : -1.5340, 6 -> 6
c : 3.8667, 7 -> 5
c : -8.0466, 7 -> 0
