a : 5.3642, 0 -> 0
b : 4.9557, 0 -> 2
c : 8.0509, 0 -> 5
d : -8.9124, 0 -> 2
a : -0.0655, 1 -> 1
b : 3.0738, 1 -> 1
c : -9.3457, 1 -> 0
d : 5.2536, 1 -> 3
a : 8.8759, 2 -> 1
b : 9.7762, 2 -> 6
c : -6.3966, 2 -> 5
d : 9.7730, 2 -> 1
a : 3.9748, 3 -> 4
b : -4.6010, 3 -> 7
c : 2.7045, 3 -> 3
d : 7.3065, 3 -> 6
a : 8.7193, 4 -> 7
b : -7.4890, 4 -> 3
c : 7.4516, 4 -> 6
d : 9.8423, 4 -> 2
a : 7.0538, 5 -> 4
b : -9.9526, 5 -> 7
c : 4.1889, 5 -> 3
d : -9.7429, 5 -> 0
a : -5.0840, 6 -> 4
b : -6.7906, 6 -> 6
c : -6.9370, 6 -> 4
d : 5.7369, 6 -> 2
a : 2.7810, 7 -> 4
b : -7.2418, 7 -> 1
c : -6.9738, 7 -> 5
d : -9.5952, 7 -> 5
c : -4.7195, 0 -> 4
b : -8.0702, 0 -> 6
c : 5.7787, 1 -> 7
a : -4.9375, 1 -> 3
a : 5.4305, 2 -> 6
d : 4.1268, 2 -> 1
d : 2.4794, 3 -> 5
c : 3.4343, 3 -> 6
d : -2.6767, 4 -> 1
d : -7.2233, 4 -> 4
d : -6.9182, 5 -> 6
a : 4.9243, 5 -> 2
c : -1.2228, 6 -> 4
c : 4.4111, 6 -> 7
c : 9.6271, 7 -> 2
c : 3.8608, 7 -> 0
