a : 0.0861, 0 -> 2
b : 5.2066, 0 -> 3
c : 4.1488, 0 -> 0
d : -2.4122, 0 -> 2
a : 4.7288, 1 -> 5
b : 5.9658, 1 -> 0
c : -3.1684, 1 -> 7
d : -0.8790, 1 -> 7
a : 7.4551, 2 -> 3
b : -1.0267, 2 -> 7
c : -4.2557, 2 -> 1
d : 0.4441, 2 -> 1
a : 0.0334, 3 -> 0
b : 1.4555, 3 -> 1
c : -3.0782, 3 -> 5
d : -7.4257, 3 -> 0
a : -4.4966, 4 -> 7
b : 3.7655, 4 -> 1
c : 7.7229, 4 -> 6
d : -1.4652, 4 -> 6
a : 5.8574, 5 -> 4
b : 6.0275, 5 -> 6
c : -6.8298, 5 -> 4
d : -9.0557, 5 -> 7
a : 1.3177, 6 -> 5
b : -5.8256, 6 -> 6
c : 9.1873, 6 -> 0
d : -7.6035, 6 -> 0
a : -3.3456, 7 -> 5
b : -2.2866, 7 -> 1
c : 8.2144, 7 -> 1
d : -1.7042, 7 -> 4
d : 5.5648, 0 -> 7
d : 5.0339, 0 -> 5
c : 7.8842, 1 -> 7
b : -0.8690, 1 -> 7
a : -6.1826, 2 -> 4
d : -9.0797, 2 -> 1
a : -3.5920, 3 -> 3
b : 6.7432, 3 -> 5
b : 7.6576, 4 -> 7
a : 2.4102, 4 -> 2
d : -1.1315, 5 -> 1
d : 9.5837, 5 -> 3
d : 4.8500, 6 -> 5
a : 2.9747, 6 -> 6
d : -2.7839, 7 -> 2
a : 6.8293, 7 -> 5
