a : -9.6530, 0 -> 2
b : -0.1479, 0 -> 1
c : -0.5835, 0 -> 6
d : 0.6545, 0 -> 3
a : -4.2758, 1 -> 5
b : -7.0794, 1 -> 7
c : 0.1447, 1 -> 2
d : -4.6247, 1 -> 4
a : 2.8815, 2 -> 6
b : -0.1763, 2 -> 0
c : 7.3125, 2 -> 5
d : 8.6877, 2 -> 5
a : 4.0310, 3 -> 5
b : -0.1526, 3 -> 6
c : -4.2476, 3 -> 1
d : 2.2036, 3 -> 4
a : -3.9305, 4 -> 0
b : -5.1270, 4 -> 0
c : 1.4945, 4 -> 2
d : -4.9805, 4 -> 6
a : 8.8387, 5 -> 4
b : 7.7495, 5 -> 7
c : 9.6496, 5 -> 1
d : -1.0189, 5 -> 3
a : 5.5742, 6 -> 6
b : -2.1383, 6 -> 3
c : -5.6759, 6 -> 7
d : 8.3017, 6 -> 0
a : -6.4723, 7 -> 2
b : -5.1269, 7 -> 6
c : 1.1979, 7 -> 7
d : 9.5328, 7 -> 1
b : -3.8283, 0 -> 0
c : 9.3524, 0 -> 3
d : -0.8013, 1 -> 1
c : 2.5536, 1 -> 6
c : 7.8336, 2 -> 5
a : 6.3094, 2 -> 6
d : -5.3904, 3 -> 5
c : -7.9597, 3 -> 5
c : -4.7831, 4 -> 1
b : -6.6249, 4 -> 0
a : -9.4709, 5 -> 1
b : -9.5711, 5 -> 0
b : -3.3436, 6 -> 5
c : 9.3882, 6 -> 4
c : -6.3821, 7 -> 0
c : -9.0008, 7 -> 1
