a : -0.0516, 0 -> 6
b : -5.7007, 0 -> 0
c : -4.5634, 0 -> 4
d : 5.5813, 0 -> 1
a : -3.5038, 1 -> 0
b : 6.7456, 1 -> 2
c : 9.8811, 1 -> 1
d : 1.7416, 1 -> 1
a : 8.8845, 2 -> 3
b : -6.6296, 2 -> 7
c : 3.7739, 2 -> 1
d : 3.0663, 2 -> 5
a : -0.8719, 3 -> 7
b : 8.1466, 3 -> 2
c : -5.6628, 3 -> 7
d : -9.2389, 3 -> 2
a : -9.4793, 4 -> 4
b : 4.1076, 4 -> 1
c : -1.4333, 4 -> 7
d : 2.4169, 4 -> 0
a : 9.4573, 5 -> 5
b : -9.1513, 5 -> 3
c : 0.7935, 5 -> 2
d : -4.9672, 5 -> 1
a : 5.3636, 6 -> 2
b : 7.0779, 6 -> 6
c : 5.7971, 6 -> 5
d : -4.6630, 6 -> 1
a : 7.2312, 7 -> 2
b : -4.8414, 7 -> 0
c : 3.5412, 7 -> 0
d : 4.2293, 7 -> 3
a : -7.5915, 0 -> 5
c : 5.0873, 0 -> 1
b : -9.8080, 1 -> 1
d : -0.0443, 1 -> 2
a : 8.9132, 2 -> 2
d : -6.7014, 2 -> 1
c : -3.9431, 3 -> 5
c : -0.0460, 3 -> 5
d : 8.0079, 4 -> 2
d : -2.4529, 4 -> 6
d : -5.2973, 5 -> 3
d : 7.5701, 5 -> 7
c : 4.3617, 6 -> 0
b : -4.6171, 6 -> 6
b : -2.4436, 7 -> 5
b : 2.4298, 7 -> 0
