a : 2.0272, 0 -> 2
b : 9.5872, 0 -> 3
c : 3.9726, 0 -> 6
d : -9.0270, 0 -> 2
a : 7.4558, 1 -> 7
b : -9.5849, 1 -> 5
c : -8.5875, 1 -> 4
d : -2.2328, 1 -> 7
a : -3.9280, 2 -> 3
b : 0.1437, 2 -> 3
c : 3.4964, 2 -> 0
d : -0.7728, 2 -> 0
a : 7.1769, 3 -> 3
b : -8.6129, 3 -> 0
c : 4.3165, 3 -> 3
d : -1.4523, 3 -> 7
a : -3.1595, 4 -> 3
b : -3.0047, 4 -> 3
c : -8.5599, 4 -> 3
d : -6.0001, 4 -> 7
a : -0.7254, 5 -> 2
b : -3.3613, 5 -> 3
c : 3.3585, 5 -> 1
d : 0.9286, 5 -> 4
a : -1.5460, 6 -> 0
b : -3.6494, 6 -> 7
c : 8.6665, 6 -> 6
d : 8.2800, 6 -> 1
a : -8.7061, 7 -> 2
b : -3.2000, 7 -> 6
c : -1.0729, 7 -> 7
d : 9.6251, 7 -> 5
c : -9.7556, 0 -> 1
d : 7.8967, 0 -> 6
b : 1.5916, 1 -> 2
b : 8.6187, 1 -> 4
d : 7.1951, 2 -> 6
c : 3.4775, 2 -> 7
c : 7.1065, 3 -> 2
b : 3.4106, 3 -> 1
b : 3.7339, 4 -> 7
c : -7.4504, 4 -> 1
a : -6.1698, 5 -> 3
b : -3.8119, 5 -> 2
c : 2.7244, 6 -> 2
b : -0.4895, 6 -> 2
a : -8.4325, 7 -> 5
d : 7.5429, 7 -> 6
