a : 1.8582, 0 -> 2
b : -1.4485, 0 -> 4
c : -5.8964, 0 -> 4
d : 1.3039, 0 -> 0
a : 4.0624, 1 -> 2
b : 0.0990, 1 -> 6
c : 6.2362, 1 -> 0
d : -8.1534, 1 -> 0
a : -4.0770, 2 -> 5
b : 7.0600, 2 -> 0
c : -1.9022, 2 -> 5
d : 9.5489, 2 -> 1
a : 0.3736, 3 -> 5
b : -0.4748, 3 -> 0
c : 3.7835, 3 -> 7
d : 3.1566, 3 -> 3
a : -8.5916, 4 -> 3
b : 5.6496, 4 -> 3
c : -3.3400, 4 -> 1
d : 9.6216, 4 -> 3
a : 6.8341, 5 -> 4
b : 3.7290, 5 -> 0
c : -6.9375, 5 -> 5
d : -3.6782, 5 -> 0
a : -5.6012, 6 -> 7
b : 4.4157, 6 -> 2
c : 9.5617, 6 -> 1
d : -7.1260, 6 -> 4
a : -2.5696, 7 -> 5
b : -3.8869, 7 -> 5
c : -1.2732, 7 -> 7
d : 3.9782, 7 -> 7
b : -9.1046, 0 -> 7
d : -1.4089, 0 -> 4
d : 1.0839, 1 -> 0
c : -0.0958, 1 -> 0
b : -3.8848, 2 -> 6
a : 7.6835, 2 -> 3
d : -1.5309, 3 -> 5
d : -9.6847, 3 -> 6
c : 5.1177, 4 -> 0
b : -3.9558, 4 -> 6
c : -8.6660, 5 -> 1
a : -8.5486, 5 -> 2
c : -1.7250, 6 -> 6
b : 2.8869, 6 -> 2
b : 7.6071, 7 -> 4
d : -5.1924, 7 -> 0
