a : -2.6138, 0 -> 1
b : -5.6598, 0 -> 3
c : 9.2499, 0 -> 1
d : -0.8567, 0 -> 0
a : -2.0119, 1 -> 6
b : 7.0869, 1 -> 2
c : 8.2221, 1 -> 5
d : 0.3478, 1 -> 7
a : -3.1225, 2 -> 6
b : 3.6414, 2 -> 5
c : 6.4615, 2 -> 0
d : 6.2104, 2 -> 1
a : -7.5366, 3 -> 4
b : -4.5900, 3 -> 2
c : -6.1814, 3 -> 0
d : 0.7408, 3 -> 0
a : 2.2480, 4 -> 5
b : 6.9229, 4 -> 2
c : -2.6444, 4 -> 0
d : -0.2259, 4 -> 2
a : 5.5340, 5 -> 6
b : -3.6100, 5 -> 2
c : -1.8216, 5 -> 2
d : -5.6568, 5 -> 5
a : 6.1439, 6 -> 1
b : 7.3070, 6 -> 5
c : 0.0385, 6 -> 3
d : 9.5229, 6 -> 3
a : -4.0423, 7 -> 2
b : -6.5410, 7 -> 2
c : -3.9952, 7 -> 7
d : 3.6731, 7 -> 6
b : 6.6818, 0 -> 7
a : 2.1949, 0 -> 6
d : -1.7097, 1 -> 5
c : 5.2620, 1 -> 5
b : 9.9369, 2 -> 1
c : 8.8750, 2 -> 0
a : 2.2073, 3 -> 0
c : 5.2049, 3 -> 0
c : -2.7804, 4 -> 7
c : -2.6708, 4 -> 3
c : -4.7809, 5 -> 2
c : 3.6848, 5 -> 5
c : 0.5823, 6 -> 1
b : 8.7202, 6 -> 7
d : 5.3944, 7 -> 3
c : 7.2212, 7 -> 4
