a : -5.2456, 0 -> 4
b : -8.9567, 0 -> 1
c : -1.7823, 0 -> 4
d : -1.7492, 0 -> 3
a : 0.9393, 1 -> 5
b : -2.1085, 1 -> 4
c : 6.6794, 1 -> 4
d : 2.8100, 1 -> 0
a : 3.0647, 2 -> 4
b : 9.1012, 2 -> 1
c : 7.5153, 2 -> 2
d : 1.8875, 2 -> 1
a : -8.6554, 3 -> 4
b : 6.1830, 3 -> 3
c : -5.6090, 3 -> 4
d : 3.0711, 3 -> 5
a : -0.7631, 4 -> 3
b : -2.6340, 4 -> 1
c : -7.0608, 4 -> 3
d : -8.4437, 4 -> 2
a : -5.1163, 5 -> 6
b : -3.9504, 5 -> 0
c : 3.3692, 5 -> 5
d : 7.5345, 5 -> 4
a : 1.9644, 6 -> 5
b : 2.4083, 6 -> 6
c : 5.7801, 6 -> 7
d : 1.5913, 6 -> 1
a : 1.7420, 7 -> 3
b : -7.4331, 7 -> 2
c : 9.0259, 7 -> 6
d : 8.9104, 7 -> 2
d : 4.6090, 0 -> 4
d : -8.6122, 0 -> 0
b : -8.8717, 1 -> 6
c : -4.6006, 1 -> 5
b : -4.4663, 2 -> 3
c : 3.6140, 2 -> 1
a : -4.2536, 3 -> 2
b : -0.5496, 3 -> 0
a : -5.9411, 4 -> 3
c : 8.0979, 4 -> 3
a : 3.0843, 5 -> 0
a : 7.5851, 5 -> 7
c : -0.4405, 6 -> 7
a : -9.3882, 6 -> 5
b : -4.2550, 7 -> 1
c : -4.2615, 7 -> 4
