a : 0.6108, 0 -> 6
b : 6.8245, 0 -> 1
c : 4.8495, 0 -> 1
d : 0.5221, 0 -> 1
a : 3.3181, 1 -> 5
b : 7.0841, 1 -> 5
c : 8.7114, 1 -> 0
d : -2.4486, 1 -> 5
a : 7.0604, 2 -> 1
b : -3.1090, 2 -> 1
c : -2.5523, 2 -> 6
d : -9.8761, 2 -> 5
a : 9.3016, 3 -> 3
b : 1.9720, 3 -> 1
c : -8.0317, 3 -> 5
d : 5.6031, 3 -> 0
a : 5.2087, 4 -> 0
b : -0.5953, 4 -> 4
c : -5.2687, 4 -> 1
d : -5.6144, 4 -> 2
a : 9.8627, 5 -> 6
b : -1.6030, 5 -> 7
c : 5.5563, 5 -> 6
d : 4.8168, 5 -> 1
a : -7.5043, 6 -> 2
b : 6.9403, 6 -> 0
c : -9.9695, 6 -> 4
d : 0.2261, 6 -> 4
a : -8.8982, 7 -> 2
b : 9.4887, 7 -> 1
c : 6.3556, 7 -> 5
d : -9.0598, 7 -> 3
a : -5.3636, 0 -> 1
b : -6.1481, 0 -> 0
b : -6.1799, 1 -> 4
d : 2.5421, 1 -> 2
d : -1.7863, 2 -> 0
b : -7.2475, 2 -> 5
a : 8.4792, 3 -> 2
b : 4.6477, 3 -> 5
d : -7.7875, 4 -> 4
d : -2.6710, 4 -> 5
a : -9.1779, 5 -> 6
c : -0.8242, 5 -> 2
c : 4.7570, 6 -> 0
d : -1.0535, 6 -> 0
c : -7.1032, 7 -> 0
b : -9.9639, 7 -> 7
