a : 1.9224, 0 -> 5
b : 5.4562, 0 -> 5
c : -1.0427, 0 -> 5
d : -1.6075, 0 -> 3
a : 0.9839, 1 -> 1
b : -6.3515, 1 -> 4
c : 5.3062, 1 -> 2
d : -3.1560, 1 -> 1
a : 4.7765, 2 -> 5
b : 3.7436, 2 -> 4
c : -5.0577, 2 -> 6
d : 1.9392, 2 -> 7
a : 1.5263, 3 -> 7
b : -6.6681, 3 -> 5
c : -0.1020, 3 -> 1
d : 0.1106, 3 -> 0
a : 8.0455, 4 -> 2
b : 3.1212, 4 -> 5
c : 0.6473, 4 -> 6
d : 3.5336, 4 -> 1
a : -7.8529, 5 -> 5
b : 3.5086, 5 -> 3
c : 4.7805, 5 -> 1
d : 1.1528, 5 -> 7
a : -9.2151, 6 -> 6
b : 8.8505, 6 -> 3
c : 0.5622, 6 -> 6
d : 7.5429, 6 -> 1
a : -6.6291, 7 -> 2
b : -3.9136, 7 -> 4
c : 4.6587, 7 -> 5
d : 8.8317, 7 -> 2
a : 2.4256, 0 -> 3
b : 3.8305, 0 -> 6
a : 6.8554, 1 -> 6
b : 1.2119, 1 -> 3
c : 6.0382, 2 -> 6
d : 0.7825, 2 -> 6
c : 5.2076, 3 -> 6
d : 4.0650, 3 -> 1
c : 8.2962, 4 -> 3
b : 0.9258, 4 -> 7
d : 6.8685, 5 -> 3
b : -6.4068, 5 -> 2
c : -3.7154, 6 -> 0
a : 0.6789, 6 -> 7
b : 9.9593, 7 -> 4
b : 0.4519, 7 -> 2
