a : 8.2135, 0 -> 6
b : -3.6946, 0 -> 3
c : -7.0081, 0 -> 1
d : -9.2184, 0 -> 3
a : 7.2000, 1 -> 5
b : -0.0456, 1 -> 4
c : -2.7288, 1 -> 4
d : 1.6566, 1 -> 1
a : -8.7137, 2 -> 2
b : -6.3427, 2 -> 3
c : -2.8234, 2 -> 0
d : -3.2018, 2 -> 7
a : -5.5193, 3 -> 0
b : 5.1241, 3 -> 0
c : 0.5972, 3 -> 3
d : -3.7431, 3 -> 2
a : 9.1941, 4 -> 2
b : 9.3517, 4 -> 2
c : -8.8885, 4 -> 3
d : 7.3445, 4 -> 6
a : -5.7380, 5 -> 5
b : -8.6969, 5 -> 2
c : -9.0875, 5 -> 3
d : -1.5154, 5 -> 0
a : -8.9574, 6 -> 5
b : -6.5732, 6 -> 5
c : 0.5045, 6 -> 4
d : -1.7140, 6 -> 7
a : -0.6051, 7 -> 3
b : 2.6325, 7 -> 0
c : 3.9833, 7 -> 0
d : 0.3717, 7 -> 6
a : -9.1528, 0 -> 5
a : 4.8662, 0 -> 6
d : 2.4451, 1 -> 2
a : -6.4134, 1 -> 6
d : 1.8685, 2 -> 1
a : 9.4976, 2 -> 1
b : 0.1527, 3 -> 7
b : 2.5906, 3 -> 7
a : 2.9549, 4 -> 3
a : -3.7673, 4 -> 1
d : -8.4801, 5 -> 4
a : -1.5047, 5 -> 1
d : -7.8095, 6 -> 0
d : -1.3726, 6 -> 7
b : 5.1258, 7 -> 7
b : -7.8557, 7 -> 4
